cv_score,project_score,skill_match_score,progress_score,missing_skills_count,certificates_count,courses_completed,target_score
50,88,47,12,3,0,2,42.0
52,61,17,17,1,1,12,38.45
75,89,65,78,2,0,10,72.35
26,80,48,49,0,6,10,59.2
89,75,25,56,6,3,11,48.15
20,25,57,67,5,6,1,33.55
52,59,87,69,1,8,12,74.95
94,63,63,66,0,8,0,73.05
56,93,78,23,5,8,9,60.85
34,58,86,68,1,5,5,64.7
67,41,76,56,4,5,5,54.15
38,83,43,75,5,4,2,47.95
43,29,86,33,1,7,1,51.85
63,92,69,90,6,1,6,63.1
88,68,65,88,4,4,6,67.9
33,46,35,70,0,8,6,52.0
76,14,34,34,5,7,0,28.8
66,59,61,31,3,3,8,51.35
54,92,29,87,5,0,2,48.4
35,85,74,79,6,6,11,61.55
82,39,49,71,6,6,7,48.35
38,87,83,83,1,2,12,75.95
79,74,88,71,5,5,12,72.4
80,60,83,43,2,3,2,62.9
21,40,89,84,4,3,7,53.6
88,46,86,37,6,1,2,49.1
54,14,62,41,3,5,9,42.1
60,43,59,30,5,3,10,41.35
44,22,56,47,2,2,10,42.1
86,86,29,32,5,6,4,48.1
21,74,76,20,3,1,1,43.3
88,55,20,89,6,4,4,45.35
42,29,50,98,3,7,8,52.35
28,71,80,36,3,5,8,55.05
62,10,34,15,0,4,10,36.3
30,70,34,76,1,1,10,52.2
59,16,90,99,1,5,8,68.1
73,49,82,53,3,6,9,63.85
45,87,45,56,3,4,0,51.15
85,25,25,46,6,0,7,28.45
34,75,57,61,4,0,3,46.35
54,16,54,65,4,3,4,38.4
75,91,31,11,2,5,10,53.25
65,14,50,89,6,1,0,35.1
69,25,66,75,3,6,7,55.65
66,79,32,37,2,4,2,49.15
81,38,37,40,6,5,1,34.3
91,19,94,77,4,7,0,62.15
26,25,88,20,5,1,1,30.65
62,19,74,33,0,7,11,57.05
52,32,39,60,5,1,11,35.9
41,39,67,48,3,5,7,47.65
66,40,76,93,3,5,11,66.6
89,53,53,27,0,0,0,52.35
66,82,66,30,2,5,7,62.0
78,80,93,58,4,1,1,66.4
72,83,38,60,0,8,0,64.95
52,82,19,96,2,1,8,55.6
95,53,65,31,5,7,8,55.05
90,47,18,58,0,3,4,51.15
70,36,61,82,1,6,10,65.0
87,89,90,19,1,8,3,75.85
45,54,22,21,4,2,3,26.4
46,83,33,36,5,2,1,36.65
68,42,88,64,4,4,5,59.0
46,88,39,74,0,1,5,61.0
38,10,64,92,1,8,5,54.1
76,10,26,88,0,5,11,52.6
77,59,59,72,1,2,11,66.85
77,33,31,52,1,7,12,52.45
20,43,21,63,5,1,4,23.95
81,57,55,10,1,8,6,55.85
38,29,27,61,6,7,10,30.75
60,87,61,57,1,0,5,63.45
68,90,45,37,5,0,10,49.5
54,70,62,94,2,2,9,66.8
47,30,67,29,4,5,1,37.3
22,85,56,68,1,2,0,55.15
94,18,36,53,0,5,0,48.7
74,74,84,27,3,3,8,62.8
70,94,50,39,3,4,8,60.0
76,36,60,62,6,6,8,48.4
70,83,40,89,3,0,0,57.05
70,33,23,65,5,3,0,32.05
43,93,85,26,6,4,1,51.25
30,86,41,32,3,1,8,43.5
80,68,68,91,5,2,10,65.7
82,14,42,87,2,3,5,49.8
59,36,84,15,4,8,1,45.9
39,84,84,48,3,7,3,63.2
21,67,84,56,6,6,3,48.65
94,53,88,93,3,3,6,74.95
51,52,77,70,5,3,4,52.2
80,22,56,58,3,6,6,50.2
25,66,47,99,0,5,3,60.9
55,51,77,80,3,1,1,56.65
64,92,20,53,6,3,0,39.8
67,36,71,46,1,0,4,52.4
53,24,23,65,4,6,3,32.8
48,78,85,16,2,5,2,57.8
35,67,63,96,1,6,7,67.65
21,36,89,99,3,5,5,58.7
56,21,67,51,6,5,2,36.75
86,41,31,17,6,5,12,35.15
78,51,75,77,4,6,9,65.55
88,71,91,67,6,5,7,68.55
29,74,73,93,2,0,12,65.8
62,72,49,46,3,3,8,53.2
29,19,88,44,6,3,12,39.15
26,72,56,99,4,5,9,58.3
40,57,94,63,1,2,5,64.65
22,58,85,40,2,5,11,56.9
62,15,27,39,1,8,9,40.45
46,36,91,31,0,0,1,52.2
77,26,44,48,4,2,2,37.3
39,67,29,89,5,0,0,38.55
53,75,33,54,1,7,2,54.15
49,35,85,12,3,6,7,47.25
80,19,87,88,4,6,10,64.25
82,95,91,48,6,6,3,68.35
55,32,74,82,3,2,10,56.7
37,54,43,10,0,7,8,45.4
58,59,21,66,3,4,9,46.05
76,45,90,33,6,7,6,53.65
77,18,33,24,2,2,1,31.7
42,83,24,85,1,0,0,50.85
76,43,55,41,1,1,9,53.45
83,34,70,24,4,8,1,47.8
78,89,56,67,0,1,0,68.85
86,26,87,33,0,8,12,68.8
58,65,76,40,3,0,3,52.65
65,46,76,16,4,1,11,46.8
49,44,46,55,0,5,3,51.1
63,65,31,51,6,7,4,40.95
71,90,28,32,6,3,8,42.9
23,78,34,88,0,1,5,55.2
47,87,71,19,5,3,12,52.15
95,25,21,14,6,1,10,25.15
79,20,62,52,4,1,7,44.1
44,63,77,80,0,1,5,66.95
71,69,83,82,4,3,10,70.15
83,53,70,93,5,4,1,60.65
37,62,80,56,1,6,4,62.4
68,12,67,52,0,7,8,56.7
47,78,72,21,0,3,10,62.1
25,87,72,13,5,6,3,44.75
47,72,82,41,6,3,10,52.6
24,27,91,17,0,1,8,47.05
72,65,28,28,6,6,8,38.45
69,55,64,45,2,4,1,54.45
71,18,41,80,4,3,4,41.4
37,77,87,53,2,5,8,66.35
84,74,58,55,3,5,0,60.2
56,44,67,26,0,6,1,52.8
88,30,62,59,0,7,0,61.1
87,10,44,95,6,6,3,43.4
41,24,33,13,1,1,3,26.5
46,59,77,17,2,8,8,55.85
25,57,26,26,1,2,12,37.35
90,86,88,50,6,4,3,65.6
31,66,25,30,1,6,9,43.0
30,82,26,45,4,4,4,38.5
52,20,19,23,3,2,1,20.3
65,63,32,80,0,2,0,55.95
24,93,86,36,4,5,3,56.55
86,50,43,45,0,1,7,55.9
89,19,68,10,5,7,7,41.55
42,35,77,30,6,2,4,34.85
84,60,95,59,3,3,3,68.5
73,57,68,18,4,6,7,51.15
90,29,55,72,4,2,8,51.75
80,22,28,64,4,6,3,39.0
63,51,36,24,4,3,10,38.35
52,32,18,53,6,4,0,22.6
67,63,64,48,1,3,7,61.35
94,76,17,36,5,2,3,40.7
21,14,53,15,1,0,4,26.1
82,25,33,68,3,1,5,41.95
44,37,50,62,5,2,1,35.05
24,86,29,97,3,0,6,49.9
88,30,80,10,5,2,0,40.2
72,67,17,64,4,1,7,43.35
53,48,75,36,0,0,10,57.3
41,30,93,42,4,6,12,52.8
88,26,62,18,5,3,8,40.2
45,92,85,33,0,5,1,68.6
73,77,19,28,2,2,3,43.25
74,55,40,86,3,1,0,51.05
56,59,90,43,6,1,9,51.85
61,31,65,58,0,6,1,56.35
64,86,61,16,5,1,11,49.6
60,36,78,60,2,4,7,58.1
84,44,36,13,5,1,6,32.5
82,16,22,78,3,7,12,46.7
70,41,15,51,4,6,3,35.25
34,94,79,48,4,6,1,58.9
63,55,27,17,5,8,7,35.25
25,36,35,74,3,4,5,37.5
23,19,65,56,0,4,9,47.75
63,95,62,28,6,7,5,53.65
35,77,20,87,0,1,2,51.45
55,68,37,51,3,3,9,48.7
73,95,94,43,0,7,7,84.25
68,87,75,52,3,7,11,71.85
66,11,90,55,0,7,1,60.05
33,87,64,62,3,6,9,61.75
87,51,94,53,1,3,11,74.35
89,40,35,17,1,0,5,41.7
76,51,86,62,4,4,9,63.85
47,27,26,33,3,5,1,27.55
41,76,46,68,6,4,8,46.8
58,27,26,77,3,2,2,36.65
62,34,46,36,6,7,2,33.5
57,17,44,43,0,0,10,42.45
44,88,29,88,1,1,2,56.4
87,30,70,30,6,5,8,44.9
49,89,25,49,0,7,5,57.45
24,73,52,18,6,1,6,31.05
90,10,58,96,2,6,7,60.4
50,63,15,47,0,8,12,52.05
67,80,52,49,0,6,1,64.1
80,49,87,31,0,3,7,66.45
91,84,18,95,1,2,6,65.7
63,82,18,35,4,1,3,37.8
24,63,46,21,5,4,12,35.25
74,41,46,43,1,4,10,53.15
32,65,55,85,5,5,12,53.65
50,82,50,36,2,4,12,56.9
20,23,74,58,6,3,11,36.45
21,64,61,22,5,5,11,39.9
74,18,32,83,2,4,5,46.2
45,66,81,39,3,5,2,55.1
75,56,33,50,5,6,4,43.2
73,52,27,38,0,6,9,52.6
67,24,18,63,4,8,10,38.8
90,31,25,38,2,6,5,43.15
55,87,54,70,3,0,6,58.45
65,20,31,28,0,7,1,39.0
91,40,52,70,1,4,0,58.5
87,81,95,59,4,5,3,73.45
22,61,76,15,1,7,11,54.05
60,19,79,18,6,6,8,37.85
54,21,94,99,4,3,2,57.45
60,19,35,24,3,8,8,34.95
57,19,58,70,5,7,2,41.65
78,21,49,27,5,2,0,30.05
57,21,31,41,1,3,2,35.05
50,65,90,38,6,6,3,52.15
31,11,25,89,6,7,1,25.35
71,47,32,77,4,7,7,50.05
73,92,72,89,3,5,4,75.5
88,30,20,23,4,8,3,33.6
75,86,16,31,0,2,11,54.6
44,27,53,89,0,4,8,56.45
83,70,76,38,2,3,6,64.9
27,48,83,26,0,6,10,57.3
21,60,51,56,3,2,8,43.8
20,64,43,19,0,1,3,39.0
84,77,87,43,0,4,7,77.45
26,67,74,32,0,0,10,55.55
35,63,15,93,2,7,10,51.45
93,50,50,54,1,4,10,62.6
93,10,78,30,2,5,4,51.5
51,79,64,69,1,3,3,64.35
70,87,42,40,5,1,1,45.15
86,52,31,17,1,6,3,46.7
53,85,83,26,0,0,12,67.95
85,52,94,19,0,0,5,64.5
44,18,17,82,6,5,6,26.8
95,10,69,11,2,5,2,44.4
53,72,34,36,6,4,5,36.7
94,39,76,52,6,8,0,53.15
50,85,22,95,2,0,3,53.35
45,36,41,70,2,1,10,45.1
58,46,87,74,3,0,5,59.0
50,54,52,80,2,1,5,53.4
92,48,31,72,2,8,11,61.0
88,11,28,91,4,5,12,46.95
79,56,80,79,5,1,3,59.4
28,28,37,61,2,6,10,40.7
90,10,81,46,1,4,12,60.7
34,23,26,85,5,5,5,31.35
31,87,17,42,6,1,9,31.75
93,93,16,26,3,0,6,47.35
90,64,62,87,3,4,5,68.2
42,12,24,61,3,2,7,28.4
69,74,67,98,1,8,1,76.4
42,44,56,59,1,1,1,46.8
49,75,93,35,6,0,11,53.95
81,89,37,24,6,0,6,42.35
60,16,17,11,4,0,2,14.3
24,93,37,88,0,7,4,64.35
20,90,23,56,6,5,6,36.6
86,37,49,82,0,4,6,63.75
34,67,90,67,0,1,1,65.25
34,89,73,97,3,3,7,68.75
64,14,22,85,2,0,4,36.9
57,17,24,13,2,7,8,30.05
91,47,60,51,3,3,0,53.05
61,17,95,84,0,0,7,65.25
94,84,73,17,0,3,7,71.0
24,87,90,57,1,5,0,66.45
65,21,71,65,3,2,9,51.15
43,75,42,37,3,4,12,49.05
51,12,86,46,1,7,1,51.8
73,91,27,48,4,4,2,49.25
34,93,28,73,2,3,6,53.45
22,43,66,19,5,3,4,30.65
32,35,15,77,4,3,2,28.45
59,10,88,13,0,4,11,52.0
92,89,41,67,0,7,6,74.95
44,30,78,12,6,4,12,36.3
88,34,74,76,2,0,5,61.0
56,52,88,76,4,7,0,61.4
72,28,66,71,3,2,10,54.5
57,28,84,39,4,7,4,49.0
90,57,59,95,1,1,2,68.25
61,74,22,56,1,7,0,51.6
33,94,22,14,4,8,0,35.9
50,52,79,63,2,4,0,57.5
21,68,32,79,1,3,0,46.5
59,53,84,97,6,7,0,60.25
31,89,43,50,4,8,11,53.25
90,71,61,84,0,3,1,73.75
50,13,75,76,0,1,5,54.25
38,65,75,66,2,2,7,59.65
44,26,28,39,6,4,5,22.2
42,13,94,89,2,8,5,61.55
41,41,36,15,5,5,9,28.25
46,73,77,44,2,7,11,65.45
57,60,69,94,2,2,3,64.0
67,61,61,47,4,1,5,49.65
28,72,90,22,1,8,8,62.9
43,59,18,43,2,1,9,37.65
77,52,34,72,1,0,12,56.5
75,14,73,79,1,2,3,56.8
88,37,23,21,3,3,10,37.85
55,93,71,90,2,4,9,76.25
76,66,79,72,0,4,3,74.5
78,45,26,14,5,3,3,28.85
58,58,49,47,5,0,4,39.7
92,45,18,99,4,8,4,53.25
21,93,25,71,5,5,9,45.15
59,71,65,24,1,6,10,61.15
67,34,35,54,6,5,7,35.7
47,60,66,47,3,4,6,52.3
84,40,16,29,4,6,6,35.2
44,94,71,93,6,5,11,66.7
40,38,61,86,0,6,8,61.8
82,57,53,88,6,6,12,59.95
92,60,25,89,0,1,10,64.5
71,58,43,13,3,4,0,39.9
41,57,26,70,2,5,12,49.25
86,43,58,70,5,2,6,51.45
87,25,43,25,0,7,6,50.15
75,35,87,67,2,2,4,61.85
95,13,79,10,6,0,12,38.95
43,68,90,24,2,8,6,61.8
54,38,60,48,1,0,2,46.4
29,63,54,32,3,5,11,46.15
48,35,58,44,6,4,10,37.75
84,39,40,80,2,8,3,57.45
90,23,30,46,3,7,5,42.55
34,87,48,77,5,2,2,48.45
71,90,63,61,1,2,8,70.9
20,49,29,89,5,7,1,36.35
79,76,67,46,0,1,1,65.4
32,11,24,65,6,1,10,20.15
22,50,48,92,3,0,9,46.7
55,28,56,55,0,5,4,51.8
29,22,88,86,2,6,5,57.2
38,76,55,75,5,2,5,49.7
55,52,72,87,2,6,0,62.8
63,20,67,100,5,5,9,53.7
85,38,86,28,4,3,11,55.8
90,54,35,86,3,5,10,60.7
21,75,54,56,5,0,10,42.85
92,17,68,79,6,3,12,52.25
23,32,56,55,2,3,1,38.3
45,72,74,79,0,3,7,70.9
67,49,82,35,0,5,0,61.25
43,56,60,44,1,7,10,57.5
40,85,86,71,0,1,10,75.05
49,73,94,92,4,7,6,73.25
89,33,49,59,2,4,1,51.25
89,66,53,89,5,4,10,63.7
26,61,59,18,4,7,5,39.85
48,10,15,45,3,3,7,24.0
68,13,19,44,1,8,0,35.25
27,18,35,44,0,1,2,31.0
24,71,49,30,6,8,4,36.65
33,35,65,15,6,7,11,33.95
64,22,42,50,1,7,2,45.0
64,14,47,55,5,0,0,28.9
84,26,43,57,1,5,0,49.1
80,81,54,25,1,5,5,61.45
33,70,60,40,4,2,10,46.7
50,24,95,97,2,5,12,68.9
30,50,45,14,3,3,7,33.2
92,13,92,14,2,5,7,54.55
95,42,90,79,5,1,12,66.6
74,40,61,100,1,8,8,71.0
62,91,43,84,6,7,10,60.45
67,20,68,19,1,1,11,46.4
42,83,91,39,3,7,10,67.35
26,94,64,64,3,6,5,60.5
83,66,62,65,6,8,5,58.6
49,33,95,63,6,7,3,51.25
51,66,48,33,2,2,2,45.3
64,60,57,20,3,5,9,49.9
28,75,48,56,3,0,12,48.45
93,49,40,49,4,8,3,50.55
31,92,26,39,2,3,12,48.2
88,59,93,84,6,6,6,69.85
71,73,73,97,4,5,0,67.75
62,49,19,17,1,4,2,35.45
34,27,56,21,6,5,6,26.55
24,22,89,42,6,5,8,38.4
37,21,19,57,0,4,10,37.95
29,85,43,68,6,4,4,43.75
32,56,23,80,6,1,10,34.1
90,54,78,43,5,0,12,57.0
75,46,24,58,5,3,2,36.2
74,41,84,88,5,2,11,62.45
66,16,36,80,6,8,7,38.9
37,56,68,11,1,6,8,50.3
46,60,85,87,6,3,5,57.0
49,79,24,84,1,8,9,61.95
76,70,22,81,4,4,0,48.7
40,29,75,99,6,5,11,52.05
72,10,37,29,6,7,5,26.9
38,29,87,65,0,3,2,57.35
78,18,44,95,1,2,11,56.9
58,57,25,72,4,6,3,44.05
20,58,65,70,2,5,2,52.0
66,50,51,70,5,6,1,47.8
95,75,40,57,5,6,10,58.45
42,59,74,93,5,5,4,57.45
65,62,64,61,1,4,4,62.6
38,81,19,98,3,4,2,49.85
45,88,59,84,6,0,3,52.0
57,90,31,80,6,0,9,48.7
47,42,35,55,4,4,4,36.6
71,35,57,20,1,7,10,52.15
85,11,62,93,2,7,9,62.05
91,17,33,69,0,0,5,48.65
40,34,38,43,0,6,1,41.8
57,15,65,26,3,0,4,34.35
39,52,41,47,0,5,8,50.5
78,53,78,49,3,0,7,58.05
87,92,67,57,6,5,10,65.9
72,87,41,32,0,5,5,61.35
21,82,27,66,6,7,0,36.6
65,40,59,35,5,2,5,39.3
29,49,25,27,2,5,8,33.95
92,34,49,25,3,4,6,45.3
92,18,82,49,1,0,0,54.8
70,88,91,13,3,0,3,59.9
88,47,92,85,1,7,6,80.05
69,50,87,100,0,7,2,79.0
26,32,78,50,5,1,7,38.4
44,38,47,93,5,2,5,42.6
85,86,57,21,4,5,11,59.3
56,56,27,23,0,8,0,44.3
30,84,63,73,0,7,7,69.6
90,30,81,33,2,8,2,58.8
65,32,40,15,3,4,1,32.2
64,10,32,61,6,6,0,26.9
59,33,43,18,5,3,6,29.45
30,45,74,67,6,0,4,39.85
78,61,85,39,3,8,7,66.55
31,95,22,26,4,3,9,38.65
25,88,85,42,1,7,10,69.0
37,95,85,41,0,1,3,67.15
29,53,76,38,2,2,5,48.55
72,25,94,19,5,1,6,43.95
87,57,47,23,6,1,8,40.15
83,48,50,23,2,6,3,49.5
23,11,95,92,6,5,0,43.25
33,30,15,29,6,3,6,14.8
92,31,49,64,0,1,9,58.95
61,10,81,61,2,1,7,50.5
58,76,70,27,0,7,12,68.6
55,65,50,72,5,0,12,50.15
55,37,48,59,1,3,11,51.85
58,61,35,55,0,8,12,60.75
65,28,16,40,4,6,9,32.1
77,82,69,61,0,5,4,74.8
23,85,41,58,3,4,6,48.45
51,74,70,57,1,2,9,64.7
49,36,79,81,6,3,11,51.6
70,56,32,41,5,4,10,41.5
89,86,20,59,0,6,0,61.9
95,78,37,51,5,6,0,52.1
78,28,93,59,3,6,4,61.6
28,38,68,63,5,4,7,42.3
68,85,20,71,6,7,11,51.15
92,53,27,67,4,2,4,46.75
32,37,58,98,5,7,1,46.25
89,87,63,63,6,2,8,61.65
60,87,48,16,4,2,0,42.95
56,74,88,59,0,5,12,77.9
38,78,77,75,3,5,2,62.7
27,50,31,71,0,6,1,46.7
74,27,76,17,1,4,12,54.45
45,31,34,20,4,1,7,25.25
76,67,62,70,0,1,10,70.35
52,29,63,15,4,8,9,40.45
32,65,68,10,1,4,0,45.75
94,72,68,93,3,3,0,70.7
25,58,86,32,4,5,3,47.2
55,68,76,24,4,6,7,53.9
42,60,18,14,2,3,10,34.0
59,48,27,93,5,2,8,43.6
86,13,84,41,3,1,2,48.15
47,70,92,30,5,4,6,54.2
23,95,30,89,3,8,12,60.05
64,53,85,25,6,1,4,44.35
82,47,66,60,6,1,5,48.25
55,91,27,37,2,1,4,47.05
33,85,70,17,0,6,0,57.05
93,79,60,83,5,3,12,68.85
88,19,22,11,1,7,3,35.75
40,13,66,69,1,1,0,43.15
32,57,53,100,2,5,11,61.05
28,53,31,77,2,1,12,45.35
61,22,67,10,6,0,4,26.8
58,68,38,100,0,3,7,65.9
61,57,67,34,1,1,6,54.65
50,76,77,64,5,7,9,62.5
90,83,75,42,0,4,12,78.85
89,64,36,34,1,0,2,49.9
90,53,31,62,3,6,6,53.25
84,50,90,76,3,1,4,66.8
83,10,58,89,0,2,6,58.9
35,57,88,34,2,0,12,55.45
25,30,62,39,3,7,2,38.0
63,91,30,40,4,0,12,48.35
63,66,48,20,0,4,10,55.7
85,67,18,73,5,7,3,48.35
62,36,22,66,3,2,4,37.3
90,23,37,23,4,6,4,36.25
70,84,39,53,6,7,9,52.4
77,65,29,29,6,7,12,42.75
50,33,67,72,2,8,3,55.65
76,29,83,81,1,6,6,68.85
22,65,81,21,2,0,8,48.15
33,11,42,67,1,0,10,37.85
67,69,72,29,3,6,7,58.85
67,20,62,41,3,0,3,39.2
44,75,84,69,0,3,12,74.95
56,94,86,78,1,6,12,84.4
68,31,28,75,6,5,11,39.25
25,13,69,82,6,0,12,36.35
82,46,64,46,4,8,1,53.2
27,46,47,38,6,1,3,25.9
73,83,54,62,5,4,0,54.65
94,24,17,88,2,0,4,44.5
59,48,75,82,0,1,3,65.0
79,39,31,85,4,7,8,51.45
37,88,48,27,0,6,2,55.0
30,62,94,97,2,2,7,69.2
68,31,31,18,3,5,2,31.75
76,23,15,31,2,5,5,33.15
94,69,84,49,2,3,10,73.45
63,73,27,48,1,8,7,55.95
69,88,35,14,6,5,5,40.6
90,54,70,30,4,3,3,52.4
71,46,78,57,5,0,8,52.0
21,67,56,64,0,2,9,56.65
75,39,50,61,6,3,11,44.85
81,13,82,85,4,4,4,56.25
33,66,91,99,2,4,6,71.4
39,80,58,65,0,4,1,61.9
26,34,91,33,4,8,3,45.5
27,34,93,99,6,7,2,53.2
38,89,35,56,1,1,4,51.85
74,37,74,16,5,5,0,40.95
58,69,95,97,6,5,0,65.75
23,57,66,51,6,1,7,38.15
23,68,42,79,2,4,8,52.2
42,70,76,67,6,6,2,52.9
44,19,15,22,1,3,5,24.85
50,51,48,10,1,3,5,41.55
30,83,40,91,5,4,12,53.65
26,70,43,99,4,6,4,52.2
75,55,55,11,3,1,7,44.25
92,56,34,81,4,8,2,56.2
35,83,71,75,2,2,2,61.65
73,45,88,54,5,5,1,55.05
64,31,74,84,3,0,4,54.05
58,85,53,29,6,6,1,44.85
84,16,79,93,5,1,8,55.4
82,28,28,43,2,1,7,39.7
23,67,67,28,3,3,11,47.45
77,43,55,39,0,8,0,56.85
67,60,86,14,6,3,7,47.9
87,56,66,22,2,2,11,57.7
44,76,74,20,5,8,3,49.4
36,18,82,96,0,3,1,58.4
86,71,17,90,1,2,3,58.65
93,11,16,50,4,3,12,34.55
91,72,36,32,6,5,7,45.9
24,63,95,11,6,1,12,43.05
59,75,16,42,0,3,11,51.65
68,72,58,95,6,4,1,56.7
43,54,64,35,5,0,11,41.3
35,54,37,14,4,5,7,31.9
20,13,47,23,6,8,10,22.35
90,30,34,17,2,1,3,36.4
80,77,92,55,2,1,7,73.15
86,44,63,75,5,6,12,60.4
78,90,17,99,3,5,4,61.5
49,95,51,26,1,2,2,54.15
50,12,36,32,5,8,0,24.1
61,27,38,57,0,2,10,48.35
24,49,94,27,5,2,12,45.75
93,63,91,80,3,0,1,70.65
61,18,43,66,6,4,7,34.5
42,36,19,86,2,2,2,37.9
94,87,39,32,4,7,7,57.75
57,67,77,92,2,8,7,74.55
35,74,68,66,5,1,4,49.4
40,32,74,90,5,2,7,48.8
35,79,43,42,0,0,6,51.05
83,79,22,69,5,2,10,50.85
53,13,22,55,2,0,5,28.95
76,37,76,72,0,1,11,67.95
53,26,33,58,1,7,9,46.2
54,55,95,67,2,1,2,63.25
57,43,22,19,1,8,8,40.45
56,70,67,97,2,0,6,66.2
91,42,50,26,0,2,11,56.0
66,80,17,57,6,7,5,42.8
59,30,64,29,0,0,10,49.3
86,71,56,19,4,4,12,54.75
59,55,58,61,0,5,1,59.65
69,17,57,68,3,2,1,43.35
85,34,76,64,3,3,10,61.0
32,57,48,14,5,5,6,32.35
95,59,84,51,4,1,2,60.95
29,56,20,44,6,4,8,26.8
42,65,83,68,6,4,8,55.35
95,57,66,69,1,7,9,74.45
47,22,72,69,0,1,4,53.1
83,10,43,35,1,0,1,37.0
78,81,84,60,0,7,2,79.65
86,78,65,25,6,6,9,55.5
84,39,94,36,2,1,7,61.25
71,78,79,33,0,8,6,73.4
56,47,76,43,1,5,2,56.85
64,31,57,57,4,8,9,49.95
42,43,37,59,2,4,9,44.75
63,71,25,18,3,8,12,46.35
21,84,23,99,1,3,5,54.3
37,84,56,18,1,5,2,51.3
94,26,44,40,5,6,5,41.3
44,16,83,55,2,5,11,53.2
45,93,23,86,1,1,6,57.65
60,36,65,19,6,6,11,39.6
58,89,30,72,5,0,0,44.75
56,32,16,43,4,3,11,30.5
73,10,85,64,3,5,0,51.9
59,56,57,45,2,1,7,51.2
42,47,35,23,5,4,7,29.45
56,73,19,83,2,4,6,52.95
58,47,60,65,6,5,11,48.85
85,41,82,40,6,5,0,48.85
40,61,19,92,3,6,8,48.65
39,84,73,28,0,8,5,65.2
65,16,91,62,6,5,11,51.2
78,62,49,53,2,6,9,60.7
72,83,66,40,5,1,11,56.75
28,85,25,62,0,2,9,52.85
74,38,62,24,6,7,7,41.8
83,14,16,26,6,7,4,22.7
71,75,40,47,3,7,4,54.45
67,83,17,43,2,6,2,48.65
94,39,44,100,1,1,6,63.05
74,55,23,77,3,4,5,49.05
32,65,55,20,1,8,6,50.05
93,45,57,92,3,7,0,63.45
78,62,43,46,6,5,6,45.2
55,92,67,72,2,1,1,64.8
82,18,69,98,5,3,11,56.6
73,46,35,36,6,2,11,35.9
89,59,16,58,2,6,10,53.75
68,43,46,34,0,5,10,53.95
75,70,24,92,6,2,9,49.2
22,54,39,90,3,6,9,49.4
74,48,79,57,4,1,2,53.7
43,41,77,92,5,2,11,54.95
59,33,26,74,3,6,3,41.45
64,40,60,41,1,4,2,50.7
22,28,93,81,5,8,3,50.9
83,74,47,60,1,2,0,60.3
53,95,28,26,2,1,0,43.75
78,32,33,76,3,0,4,43.2
75,63,20,61,2,6,0,48.75
93,14,23,88,3,4,12,48.3
88,16,79,39,0,4,8,60.3
66,16,16,49,6,3,10,24.2
54,93,92,28,3,3,0,62.15
54,29,75,32,4,8,10,48.35
66,47,48,71,5,5,2,46.05
27,19,95,80,0,4,1,58.35
26,90,21,20,4,3,7,33.9
73,56,74,31,5,8,4,52.9
90,74,72,83,4,6,0,69.5
54,88,35,67,1,3,5,59.1
68,15,33,52,1,4,6,41.35
58,19,67,53,6,7,7,41.15
33,92,88,62,0,3,4,72.8
51,80,89,84,6,5,5,65.2
86,55,56,89,0,5,6,72.55
29,44,34,91,0,6,5,52.5
83,43,62,16,6,3,10,41.55
95,24,55,49,0,7,6,59.9
39,52,72,49,2,1,3,49.5
73,19,61,56,3,1,11,47.65
50,69,25,47,2,2,4,42.75
31,66,49,32,2,4,7,45.5
44,16,34,39,0,6,0,35.6
42,40,26,29,4,1,10,27.8
86,53,83,69,0,0,7,72.65
66,60,30,77,4,3,8,49.0
27,73,94,69,6,1,0,51.45
78,13,17,63,4,6,4,33.35
90,84,23,99,1,2,12,70.8
65,49,44,97,4,6,10,57.65
88,86,38,84,6,5,2,57.3
80,25,89,27,6,3,0,41.75
34,74,38,33,2,2,8,43.9
61,78,74,10,5,0,2,44.4
25,22,76,69,4,5,8,45.1
68,87,58,26,5,6,2,51.25
53,55,53,43,4,5,8,46.85
29,29,90,52,0,2,10,57.05
38,15,84,92,4,2,12,52.55
76,13,82,52,5,3,0,43.35
67,66,51,33,0,6,6,59.6
44,74,80,68,0,3,0,67.3
56,15,36,37,6,4,10,26.35
26,18,91,17,5,6,5,35.2
30,22,48,78,2,1,5,39.8
75,36,39,81,4,1,0,42.7
28,63,61,76,4,4,6,51.05
60,68,15,40,5,3,7,34.9
47,31,51,17,0,0,9,40.35
27,59,16,36,6,1,8,21.95
59,50,76,70,5,0,0,48.6
81,77,85,53,4,3,1,64.45
77,64,93,63,3,4,12,73.6
31,69,78,20,5,7,9,48.45
23,26,60,99,2,0,10,48.9
79,58,71,80,3,0,2,61.1
83,91,83,15,0,0,6,70.25
35,62,53,49,2,8,5,52.1
85,38,42,79,5,0,12,48.4
62,22,79,87,1,7,7,65.6
36,11,50,10,0,1,9,32.25
34,52,84,22,6,0,10,39.4
74,55,45,88,4,7,8,59.25
93,50,37,48,3,0,4,46.3
50,69,93,92,5,8,10,72.45
23,54,36,89,0,7,2,53.3
79,24,39,33,4,7,12,41.7
67,39,63,25,1,0,9,49.05
27,94,86,12,2,5,8,60.1
61,26,87,34,4,7,8,51.2
27,80,80,18,3,8,0,51.9
24,80,95,16,2,1,11,57.8
93,33,47,56,5,0,1,40.15
26,25,60,45,3,3,2,34.35
60,87,18,32,0,1,11,51.85
