conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e55bf22-45f2-43f6-8aa0-28894263313d,electric motors,released,knowledge,sector-specific,electrically driven motors | typology of electric motor | electricity-powered motors | motors powered by electric | electrical motors | types of electric motor | kinds of electric motor | electric-powered motors,Motors which are able to convert electrical energy into mechanical energy.,http://data.europa.eu/esco/isced-f/0716,"motor vehicles, ships and aircraft"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e77d381-df21-4f84-b3dd-6062be7ef4e1,protect plants during pest control,released,skill/competence,occupation-specific,make sure plants are protected during pest control | protect plant during pest control | protecting plants during pest control | provide protection for plants during pest control,Apply techniques to protect plants from dangerous chemicals used in pest control.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/08881cb7-5331-4b11-9442-4d7c9fce749e | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adopt ways to reduce negative impact of consumption | perform pest control | complying with environmental protection laws and standards
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eea3fd6-82ee-4334-8e36-62a0707cade1,design building air tightness,released,skill/competence,sector-specific,engineer an air tight building | develop air tight building structure | create building air tightness,Address the air tightness of the building as a part of energy conservation concept. Guide the design on air tightness towards the desired level of air tightness.,http://data.europa.eu/esco/skill/7c3cde53-9ff7-4e82-8396-13fdfadd3432 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,design buildings | designing structures or facilities
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f05d09d-7e91-423c-9210-19da0b0e34c6,maintain irrigation controllers,released,skill/competence,sector-specific,maintaining irrigation controllers | irrigation controller maintaining | controllers of irrigation equipment maintaining | irrigation controllers maintaining | maintain controllers of irrigation equipment | maintaining controllers of irrigation equipment,"Maintain and program different types of irrigation controllers including mechanical, solar battery, digital and computer controlled systems. Maintain procedures for safe re-use of water, render efficient the irrigation systems and keep water bodies in good status.",http://data.europa.eu/esco/skill/cb073ba6-30bd-4fd5-871a-15b0fb1fa930 | http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"maintain irrigation systems | maintaining electrical, electronic and precision equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f48c606-a936-46a4-9058-dd925973efd6,measure water quality parameters,released,skill/competence,sector-specific,monitoring parameters of water quality | measure parameters of water quality | water quality parameters monitoring | monitor water quality parameters | measuring water quality parameters | monitor parameters of water quality | water quality parameters measuring | measuring parameters of water quality | monitoring water quality parameters,"Quality assure water by taking into consideration various elements, such as temperature.",http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,measuring dimensions and related properties
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f4cdc7e-d98d-4e6c-9811-3dc28255c7ff,social entreprise,released,knowledge,sector-specific,conscious business | socially responsible business | social firm | social company | social business | social enterprise | social-enterprise,"The business that uses its profits to reinvest in social missions, which have a social or environmental impact on the society.",http://data.europa.eu/esco/isced-f/0923,social work and counselling
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2fb4b423-c1e4-407d-ba48-38032d8dcda2,manage waste rock,released,skill/competence,sector-specific,manage waste | manage waste which was collected | handle collected waste | managing collected waste | administer collected waste | manage collected waste,Move the collected debris and waste to the designated collection point and dispose it according to legal and organisational requirements.,http://data.europa.eu/esco/skill/cc948c21-aa71-47c5-8df6-c5d0deb99eb2 | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,manage routine waste | disposing of non-hazardous waste or debris
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/303c6ab0-21c3-4b09-ac77-d405936857d9,sustainable installation materials,released,knowledge,sector-specific,green installation supplies | eco-friendly installation components | sustainable materials for installation | environmental friendly installation materials,"The types of installation material which minimize the negative impact of the building and its construction on the external environment, throughout their whole life cycle.",http://data.europa.eu/esco/skill/e26e07ca-4a35-42e3-940d-e5868fd38fba | http://data.europa.eu/esco/isced-f/0732,building materials industry | building and civil engineering
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30685aeb-512f-4517-adc8-63bdc1eefb8e,design a solar heating system,released,skill/competence,sector-specific,design the installation of a solar heating system | create a solar heating system | design the installation of a solar thermal energy system | design a solar thermal energy system | design the automatisation strategy of a solar heating system,"Design a solar thermal energy system. Calculate accurate heating demand of the building, calculate accurate domestic hot water demand in order to select the right capacity (kW, litres). Make a detailed design of the installation, principle, automatisation strategy, using available products and concepts. Determine and calculate external heating.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/306d9964-2d32-4952-927a-e836bf7041ab,natural fertilisers,released,knowledge,occupation-specific,natural fertilizers | mineral fertiliser | organic fertilisers | plant-sourced fertiliser | fertilisers which are natural,The composition and action of natural/organic fertilisers such as mineral fertilisers or fertilisers from animal or plant sources.,http://data.europa.eu/esco/isced-f/0811,crop and livestock production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30783499-3872-4b14-9684-6217e98c6e1d,discharge of collected waste,released,knowledge,sector-specific,discharging collected waste | emission of collected waste | disposal of collected waste | discharge of waste which was collected,The procedures to be followed to discharge the collected waste safely and in the designated place for doing this. Waste incineration treatments are excluded.,http://data.europa.eu/esco/isced-f/0712,environmental protection technology
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30dce29d-0518-4f5d-aeb0-2b5b49e3afbe,aquaponics,released,knowledge,sector-specific,fish-plant cultivation,"The principles and techniques combining hydroponics and aquaculture to produce human food in a sustainable manner, based on the recirculation of water between fish-farming and plant-cultivation compartments.",http://data.europa.eu/esco/isced-f/0811,crop and livestock production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/311832d1-1167-47c7-b613-fc64784ffeed,describe electric drive system,released,skill/competence,sector-specific,describe electric vehicle system components | describe explain electric drive system | describe electric drive components | describe electric drive system components,"Describe the complete electric drive system with all components needed. These components are the inverter, the e-motor and other auxiliaries like the DC/DC converter, and chargers.",http://data.europa.eu/esco/skill/d54970ba-d9f2-41ec-a852-bbd1e5796823,providing information to the public and clients
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3220a66f-d129-463b-848e-891b4f1c79e3,develop hazardous waste management strategies,released,skill/competence,cross-sector,hazardous waste management strategy writing | write strategies for hazardous waste management | developing strategies for hazardous waste management | hazardous waste management strategies writing | hazardous waste management strategies developing | develop strategies for hazardous waste management | developing hazardous waste management strategies | writing hazardous waste management strategies | writing strategies for hazardous waste management | hazardous waste management strategy developing | write hazardous waste management strategies,"Develop strategies which aim to increase the efficiency in which a facility treats, transports, and disposes of hazardous waste materials, such as radioactive waste, chemicals, and electronics.",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67 | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,developing objectives and strategies | develop strategy to solve problems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32a76797-6235-4659-869f-c691ffd30463,palaeoclimatology,released,knowledge,occupation-specific,historical climate change | historical climate change studies | the study of historical climate change,"The field of science that studies climate changes during the entire history of Earth by collecting and analysing samples of elements such as rocks, ice, tree rings, and sediments.",http://data.europa.eu/esco/isced-f/0532,earth sciences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32f20d0e-d127-4901-a971-a53e26dfef14,advise customers on smart homes technology,released,skill/competence,occupation-specific,advise customers on domotics | advise customers on smart home | give advice on on smart homes technology to customers,"Give advice to customers on the possibilities of installation of smart home technologies, given the requisites and the preconditions of the structure.",http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c,advising on products and services
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/33784b61-bd86-4451-8a89-741ada5f8475,maintain photovoltaic systems,released,skill/competence,sector-specific,photovoltaic systems maintaining | repairing photovoltaic systems | pv systems repairing | photovoltaic systems repairing | maintaining pv systems | maintain pv systems | pv systems maintaining | repair pv systems | repairing pv systems | maintaining photovoltaic systems,"Perform maintenance tasks and repairs on systems which generate electrical energy through the conversion of light into electric currents, the photovoltaic effect. Ensure compliance with regulations, and correct installation of the photovoltaic power system.",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"maintaining electrical, electronic and precision equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/340a75f4-76e1-4ef0-8f1e-1bb78ba561ef,inspect compliance with hazardous waste regulations,released,skill/competence,cross-sector,hazardous waste regulations compliance inspecting | compliance with hazardous waste regulations checking | inspecting compliance with hazardous waste regulations | hazardous waste regulations compliance checking | check compliance with hazardous waste regulations | compliance with hazardous waste regulations inspecting | checking compliance with hazardous waste regulations,"Inspect an organisation's or facility's strategies which deal with the management of hazardous waste in order to ensure that their actions are compliant with relevant legislation and that measures are taken to improve protection from exposure, and ensure health and safety.",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,monitoring safety or security
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3419fac9-575d-4492-a018-edff6f4dae26,environmental legislation in agriculture and forestry,released,knowledge,cross-sector,impact of environmental legislation in in agriculture and forestry | agriculture and forestry environmental legislation | agriculture and forestry environmental regulation | implications of environmental regulation in in agriculture and forestry | implications of environmental legislation in in agriculture and forestry | scope of environmental legislation in in agriculture and forestry | range of environmental legislation in in agriculture and forestry | range of environmental regulation in in agriculture and forestry | scope of environmental regulation in in agriculture and forestry | impact of environmental regulation in in agriculture and forestry,"Awareness on environmental legislation, policies, principles relevant for agriculture and forestry. Awareness of the impact on the environment of local agricultural procedures and practices. Means to adjust the production to new environmental regulations and policies.",http://data.europa.eu/esco/isced-f/0421,law
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34406889-f522-47a7-b60d-8545b36d73bb,design harmonious architecture,released,skill/competence,occupation-specific,harmonious architectural design | harmonious architecture | strive for harmonious architectural constructions | harmonious architectural constructions | design harmonious architectural constructions,Design and develop constructions that keep the balance between nature and buildings. Ensure that the incorporation of buildings in a site preserves the harmony of the place.,http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,designing structures or facilities
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/347b6a67-59ad-4408-bb9c-cfa502867e24,monitor forest health,released,skill/competence,sector-specific,monitor health of forests | forest health checking | forest health monitoring | checking forest health | monitoring forest health | check forest health | monitoring health of forest | check health of forests | checking health of forest,Monitor forest health to make sure all necessary actions are taken by the forestry workers team.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitoring environmental conditions
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/351cd749-498c-4ed3-9e38-58fc9bbf8f0e,ensure compliance with noise standards,released,skill/competence,cross-sector,ensuring compliance with noise standards | maintain compliance with noise standards | monitor compliance with noise standards | check compliance with noise standards | ensuring noise standard compliance,"Make sure that buildings, roads, air traffic, and events comply with local, national or international noise standards and regulations in order to minimise nuisance for the neighbouring residents.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,complying with health and safety procedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3577e49b-951d-4d46-a1f4-417087a8fb6d,adapt to different weather conditions,released,skill/competence,cross-sector,operate in environments with extreme weather conditions | adapt to weather conditions | adapt to different climatic conditions | operate in different weather conditions | operate in different climatic situations | perform activities in various weather conditions | perform activities in extreme weather conditions | adjust to different climates | adjust to different climatic conditions | adjust to different weather conditions,Cope with regular exposure to extreme weather conditions and hazardous environments.,http://data.europa.eu/esco/skill/49de9958-2aa4-4eef-a89d-fe5d5bcd28c4 | http://data.europa.eu/esco/skill/4feed491-dc09-4218-814a-0146e13ef4fe,adapt to change | solving problems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36359101-4488-4859-83a8-9600d9faf3f2,engage local communities in the management of natural protected areas,released,skill/competence,sector-specific,involve local communities in the management of natural protected areas | include local communities in the management of natural protected areas,Build a relationship with the local community at the destination to minimise conflicts by supporting the economic growth of local tourism businesses and respecting local traditional practices.,http://data.europa.eu/esco/skill/7d9bace0-63d0-4848-ac87-350a98082c12 | http://data.europa.eu/esco/skill/8a3b45dc-8299-4b67-99db-6542daf79ac3,participate actively in civic life | developing professional relationships or networks
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3727f0d3-da1b-4ce3-a9cb-efe6130fe41f,assess contamination,released,skill/competence,cross-sector,analysing contamination | analyse contamination | assessing contamination | contamination assessing | contamination analysing,Analyse evidence of contamination. Advise on how to decontaminate.,http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,assessing land or real estate
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/37ba5509-9665-4947-a5ae-f124d5769473,make paper slurry,released,skill/competence,occupation-specific,create paper slurry | manufacture paper slurry | make paper slurries | produce paper slurry | making paper slurry | fabricate paper slurry,Create paper slurry or pulp from recycled or used paper with water in mixers and blenders or other equipment. Add colors by adding papers in different colors.,http://data.europa.eu/esco/skill/06769591-b8cf-46b2-b1d3-6602b1cf440e,operating wood processing and papermaking machinery
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/38f7be4a-f6af-4f1d-a972-8c51b27d2cea,enforce park rules,released,skill/competence,occupation-specific,enforcing park rules | enforce park regulations | park regulations enforcing | enforcing park regulations | park rules enforcing,"Enforce environmental laws and rules related to forest management. Forest rangers enforce local, state and national regulations as applied to forest usage and wildlife conservation. They perform safety inspections on campsites and investigate complaints.",http://data.europa.eu/esco/skill/e9eb9c23-c1f4-4ce9-83c9-2f6a211cc536,maintaining and enforcing physical security
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3936cc7d-d045-4eb0-b951-b862a072c0a2,design indicators for food waste reduction,released,skill/competence,cross-sector,manage KPI to reduce food waste | design the evaluation of food waste prevention practices and strategies | develop KPI on food waste reduction,"Determine key performance indicators (KPI) for reducing food waste and managing in line with established standards. Oversee the evaluation of methods, equipment and costs for food waste prevention.",http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,monitoring operational activities
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3955cd15-a1fa-4c16-99b4-c39cb17db21d,protective measures against the introduction of organisms,released,knowledge,sector-specific,protective measures against the introduction of an organism | defensive measures against the introduction of organisms | security measures against the introduction of organisms | protective measure against the introduction of organisms | a protective measure against the introduction of organisms | guarding measures against the introduction of organisms,"The national and international protective measures against the introduction of organisms, e.g. Council Directive 2000/29/EC, on protective measures against the introduction into the Community of organisms harmful to plants or plant products and against their spread within the Community.",http://data.europa.eu/esco/isced-f/0522,natural environments and wildlife
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/395ace35-e463-4dc7-8181-c2dd43885107,perform a feasibility study on heat pumps,released,skill/competence,sector-specific,carry out feasibility study on heat pumps | do a feasibility study on heat pumps,"Perform the evaluation and assessment of the potential of a heat pump system. Realise a standardised study to determine costs and restrictions, and conduct research to support the process of decision making.",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,execute feasibility study | analysing business operations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/397412dc-47c4-4580-82d0-15a9f9a86ea2,design drainage well systems,released,skill/competence,sector-specific,drainage well system designing | specifying drainage well systems | drainage well system specifying | drainage well systems designing | drainage well systems specifying | designing drainage well systems,"Design systems which are found in residential properties as well as in public properties such as on streets and public building rooftops, and which function to drain excess water from these areas. They function to aid in flood remediation, remove rain, and minimise risk from heavy storms, and subsequently transport the untreated water into nature.",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,designing structures or facilities
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a09d732-08b9-4c90-8fd3-34e2d69ce084,explain blockchain implications,released,skill/competence,sector-specific,analyse the implications of blockchain for governance | explain practical implications of blockchain,"Explain the consequences, impact, and implications of using blockchain technology on the business processes they drive, as well as on a larger scale, also including social and ecological aspects.",http://data.europa.eu/esco/skill/cd9c487e-09ad-4b82-854b-118feb01f2ed,information skills
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a2f0b3f-8203-466f-89f9-207316ade4da,dispose of soldering waste,released,skill/competence,occupation-specific,dross disposing | soldering waste disposing | collect dross | dross collecting | waste from soldering disposing | collecting dross | waste disposing from soldering,Collect and transport solder dross in special containers for hazardous waste.,http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,dispose of hazardous waste | handling and disposing of hazardous materials | manage waste
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a519990-ae6c-4c8b-a827-2bf96d949940,manage conservation of natural and cultural heritage,released,skill/competence,sector-specific,manage conservation of natural heritage | manage conservation of cultural heritage | oversee natural and cultural heritage conservation | coordinate actions for conservation of natural and cultural heritage | manage tourism revenues for conservation of natural and cultural heritage,"Use revenue from tourism activities and donations to fund and preserve natural protected areas and intangible cultural heritage such as crafts, songs and stories of communities.",http://data.europa.eu/esco/skill/193af349-b20e-4277-94bf-b184e92b8d6a,managing budgets or finances
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a560dc4-ee2e-4437-b94f-c076a2b5f25e,inspect water wells,released,skill/competence,cross-sector,check water wells | evaluate water wells | examine water wells | assess water wells | inspecting water wells | inspect water well,Examine water wells for pollution and conformity with construction standards. Order well closures if necessary.,http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,monitoring safety or security
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3b4f2a64-9884-4f3d-8020-44dc95919a7c,design the insulation concept,released,skill/competence,sector-specific,formulate thermal bridges insulation strategy | create an insulation plan | develop thermal bridges insulation plans,"Design the details of insulation and solutions for thermal bridges. Choose the most appropriate material for insulation, considering the needs of the building.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3bf93cf6-2b6f-46ad-b0ba-3b161379bac1,perform selective demolition,released,skill/competence,sector-specific,partial demolition of structures | partial demolition | demolishing selectively | demolishing partially | knock down selectively | partially demolish structures | selectively knock down | selectively demolish | selective demolition,"Demolish a structure, or part of it, using selective demolition. Identify the different materials in the building and assess their reusability and value. Remove any reusable materials without damaging them.",http://data.europa.eu/esco/skill/59c46f34-bffd-4859-adf4-3839c2a73821,constructing
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3c1622fc-6c95-4b51-98da-1814ebe6e889,geothermal energy systems,released,knowledge,sector-specific,geothermal heat systems,"Low temperature heating and high temperature cooling, generated by use of geothermal energy, and their contribution to energy performance.",http://data.europa.eu/esco/isced-f/0713,electricity and energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d69b305-4051-4c1d-ba1e-d8c5b35e22db,monitor manufacturing impact,released,skill/competence,cross-sector,check environmental parameters | monitoring environmental parameters | monitor environmental parameters | environmental parameters monitoring | checking environmental parameters | monitoring of environmental parameters | environmental parameters checking,"Check the impact of manufacturing machinery on the environment, analysing temperature levels, water quality and air pollution.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,adopt ways to reduce negative impact of consumption | think critically | monitoring environmental conditions
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d9873e5-7128-49d9-9048-f72b8ea4b29e,manage forests,released,skill/competence,sector-specific,implementing forestry management plans | forests managing | forest managing | manage forestry | implementing forest management plans | forestry management plans implementing | forest management plans implementing | implement forest management plans | managing forestry | implement forestry management plans | forestry managing | managing forests,Develop forestry management plans by applying business methods and forestry principles in order to efficiently manage forest resources.,http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,directing operational activities
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3de6d427-546b-450b-97ba-d3d50eb274da,operate water purifying equipment,released,skill/competence,cross-sector,tend water purifying equipment | operating water purifying equipment | tending water purifying equipment | water purifying equipment operating | water purifying equipment tending,"Operate and adjust equipment controls to purify and clarify water, process and treat wastewater, air and solids, recycle or discharge treated water, and generate power.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"operating petroleum, chemical or water processing systems or equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3dffcb35-26d4-4fee-8517-002f9e40508a,integrate biogas energy in buildings,released,skill/competence,sector-specific,design biogas installations in buildings | incorporate biogas energy into building systems | integrate biogas energy in infrastructures | install biogas energy in infrastructures | design biogas installations,Design and calculate installations for heating and potable hot water (PWH) making use of biogas.,http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"installing heating, ventilation and air conditioning equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e25fd3e-2bcd-4320-9587-0aadf7fb93b1,advise on soil and water protection,released,skill/competence,sector-specific,soil and water protection advising | give advice on soil and water protection | advising on soil protection | water protection advising | soil protection advising | advising on soil and water protection | giving advice on soil and water protection | advising on water protection | soil and water protection advice giving,Advise on methods to protect soil and water sources against pollution such as nitrate leaching which is responsible for soil erosion.,http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,advising on environmental issues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e37d714-4d65-416d-a138-46f7e2a98073,design heat pump installations,released,skill/competence,sector-specific,calculate heat pump trasmission | design heat pump | design heat pumps | design installations for heat pump systems | calculate transmissions for heat pump systems,"Design a heat pump system, including calculations of heat loss or transmission, needed capacity, mono- or bivalent, energy balances, and noise reduction.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3ecde258-d1c6-4d6a-bfa7-ec4c5e4fc700,develop green compounding solutions,released,skill/competence,occupation-specific,develop green chemical solutions for rubber compounds | define biological compounding solutions | replace synthetic ingredients | use bio-based polymers,"Develop compounding solutions that employ biological instead of synthetic ingredients. Evaluate the potential for vegetable oils, fillers and polymers and their recent advancements.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,developing operational policies and procedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3edfa33c-c644-4a9a-acd1-e82039daa663,promote the use of sustainable transport,released,skill/competence,sector-specific,encourage the adoption of eco-friendly transportation | foster the use of sustainable transport | advocate for sustainable transportation,"Promote the use of sustainable transport to reduce the carbon footprint and noise and increase safety and efficiency of transport systems. Determine performance regarding the use of sustainable transport, set objectives for promoting the use of sustainable transport and propose environmentally friendly alternatives of transport.",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promote sustainability | promoting products, services, or programs"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3efd2b02-f6f8-4911-a154-8bfcaeadeb5d,origin of dietary fats and oils,released,knowledge,sector-specific,source of dietary fats and oils | origins of dietary fat and oil | provenance of dietary fats and oils | root of dietary fats and oils | dietary fats and oils origins | origins of dietary fats and oils | base of dietary fats and oils,The distinction between dietary fats that come from animals and oils derived from vegetables.,http://data.europa.eu/esco/isced-f/0721,food processing
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3f82a026-8a37-4b54-9ebb-7702b66eeb24,perform environmental investigations,released,skill/competence,sector-specific,undertaking of environmental investigations | undertake environmental investigations | undertaking environmental investigations | performing of environmental investigations | environmental investigation performing | environmental investigations performing | performing environmental investigations | environmental investigation undertaking | environmental investigations undertaking,"Perform environmental investigations as required, checking regulatory proceedings, possible legal actions or other types of complaint.",http://data.europa.eu/esco/skill/c4376e35-add7-43a0-8b2e-f5741f0df8fe,carrying out forensic and police investigations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/407b1474-7cfb-4538-823b-7667604f0267,restore natural environment after drilling proofs,released,skill/competence,occupation-specific,restoring of natural environment after drilling proofs | landscape proof drilling site | restoring natural environment after drilling proofs | natural environment restoration after drilling proofs | restoration of natural environment after drilling proofs | reclaiming proof drilling site | restoring proof drilling site | restore proof drilling site | reclaim proof drilling site,Restore drilling site to its natural environmental condition in the event that drilling will not take place.,http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,developing solutions
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40f65a56-ccbe-4601-9f32-1cc6cdd24f28,waste management,released,knowledge,cross-sector,waste managing | waste oversight | solid waste management | waste supervision | waste regulation | waste administration,"The methods, materials and regulations used to collect, transport, treat and dispose of waste. This includes recycling and monitoring of waste disposal. It excludes procedures related to waste incineration.",http://data.europa.eu/esco/isced-f/1021,community sanitation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a,dispose of hazardous waste,released,skill/competence,cross-sector,dispose of dangerous waste | eliminate dangerous waste | remove hazardous waste | dispose of dangerous materials | get rid of hazardous waste,Dispose of dangerous materials such as chemical or radioactive substances according to environmental and to health and safety regulations.,http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176 | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,follow safety precautions in work practices | handling and disposing of hazardous materials
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41168850-6e3f-4fc8-afd5-9337f0c66190,assess environmental impact in aquaculture operations,released,skill/competence,sector-specific,monitor aquaculture environmental impact | aquaculture environmental impact assessing | aquaculture environmental impact monitoring | monitoring aquaculture environmental impact | assessing aquaculture environmental impact,"Measure the environmental impact of a company's aquaculture operations. Take into account factors such as quality of the sea and surface water, fish and sea plant habitats and risks regarding the quality of air, odour and noise.",http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,measure the impact of specific aquaculture activity | assess environmental impact | monitoring environmental conditions | manage environmental impact of operations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41bbfa08-ce0b-478f-beaa-f51c62e61796,install roof windows,released,skill/competence,sector-specific,fitting skylight | installation of roof windows | fit flat roof window | installing of roof windows | installing roof window | fitting flat roof window | fit dormer window | fit skylight | roof window installation | installing of roof window | installing roof windows | fitting dormer window | installation of roof window,"Install various types of windows on the roof such as skylight, dormer windows and flat roof windows.",http://data.europa.eu/esco/skill/58edb789-d085-4e7d-8b6e-b70913bebfca,installing and assembling building fixtures
