conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1859883d-c047-4fe1-8e74-7bb4385d6ad2,apply 3D imaging techniques,released,skill/competence,sector-specific,create 3D vector graphics | apply curve modelling | apply digital scuplting | edit point clouds | implement 3D imaging techniques,"Implement a variety of techniques such as digital sculpting, curve modelling and 3D scanning to create, edit, preserve and use 3D images, such as point clouds, 3D vector graphic and 3D surface shapes.",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,using digital tools for processing sound and images
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18ab25a5-ce2d-4cd5-b7b0-3890f595f77d,manage alarm system,released,skill/competence,sector-specific,alarm device | intrusion detection system,Set up and maintain system for detection of intrusions and unauthorised entries into a facility.,http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"installing and repairing electrical, electronic and precision equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18eeffee-2879-42e0-b5fe-5739c6883a01,develop data link services for navigation purposes,released,skill/competence,occupation-specific,develop data link services for air-ground communication | apply data link services for air-ground communication | implement satellite technologies and data link services for navigation purposes | apply data link services and satellite technologies for navigation purposes | implement data link services and satellite technologies for navigation purposes | create data link services for air-ground communication | develop data link services for air-ground communication operations | create data link services for navigation purposes | apply satellite technologies for air-ground communication | develop data link services for navigation,Develop and implement data link services and satellite technologies for air-ground communication operations.,http://data.europa.eu/esco/skill/f6f66b89-248b-438c-a3ce-196edcb3397c | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"manage air navigation services | managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be,use spreadsheets software,released,skill/competence,cross-sector,Google Sheets | PlanMaker | Gnumeric | OxygenOffice Professional Calc | ResolverOne | ThinkFree Office Calc | CellPro | Simple Spreadsheet | Corel Calculate | MS Excel | wikiCalc | Calligra Sheets | QT Calc Express | Lotus 1-2-3 | Quantrix Modeler | Dolphinity Planner | Kingsoft Spreadsheet | Sheetster | Accel Spreadsheet | LibreOffice Calc | Microsoft Office Excel | use spreadsheets program | IBM Lotus Symphony Spreadsheets | Household Budget Worksheet | design spreadsheets | Myrtle | Ability Office Spreadsheet | DhtmlxSpreadsheet | OOo4Kids Calc | Lotus Improv | Sphygmic Software Spreadsheet | Zoho Sheet,"Use software tools to create and edit tabular data to carry out mathematical calculations, organise data and information, create diagrams based on data and to retrieve them.",http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"create digital content | managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389,Java (computer programming),released,knowledge,sector-specific,Java 2 | Java 2 enterprise edition | Java,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Java.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,computer programming | software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/19c0e68e-6e6c-4698-85dc-ef66a9de2c37,maintain information network hardware,released,skill/competence,cross-sector,maintaining information network hardware | maintain network hardware | keep information network hardware in good condition | oversee information network hardware | keep up information network hardware,"Assess the functionality and identify faults in the infrastructure of an information network, perform routine maintenance tasks which prevent failure and repair tasks in order to ensure permanent availability to system users.",http://data.europa.eu/esco/skill/c77db25e-bb51-4a10-b2ad-99b48b1b4a37 | http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,maintain computer hardware | resolving computer problems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a165a9b-2006-49e1-90b8-c0709933b4a3,use a complex communication system,released,skill/competence,sector-specific,use complex communication systems | employ a complex communication system | using a complex communication system | utilize a complex communication system,Install and operate complex communication systems.,http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,operating communications equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a4cc54f-1e53-442b-a6d2-1682dc8ef8f9,creatively use digital technologies,released,skill/competence,cross-sector,use digital technologies for cognitive tasks | use digital technologies for process innovation | use digital technologies for product innovation | use digital technologies to resolve conceptual problems | use digital technologies for problem-solving in digital environments,Use digital tools and technologies to create knowledge and to innovate processes and products. Engage individually and collectively in cognitive processing to understand and resolve conceptual problems and problem situations in digital environments.,http://data.europa.eu/esco/skill/7e5147d1-60b1-4a68-804b-1f5cb0396b91 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,problem-solving with digital tools | using digital tools for collaboration and productivity
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1abcc511-ba5a-42e0-8d88-7efb39af4c36,operate automatic cutting systems for footwear and leather goods,released,skill/competence,sector-specific,operate automatic cutting systems for footwear | use automatic cutting systems for footwear and leather goods | use automatic cutting systems for footwear and leatherwear | use automatic cutting systems for footwear and leather products | operate automatic cutting systems for footwear and leatherwear | operate automatic cutting systems for leather goods,"Work with the equipment's software. Digitise and mark the leather areas with faults in order to avoid them. Establish nesting and cutting restrictions for each pattern. Pick up, sort, upload patterns, check and complete cutting orders. Adjust the machines and equipment parameters and perform simple procedures for maintenance.",http://data.europa.eu/esco/skill/a7956044-f468-4bc1-a83c-a8821b903a09,"operating cutting, grinding and smoothing machinery"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1adec82b-e32b-4acc-bd89-e7d61d387161,record audio materials,released,skill/competence,occupation-specific,capture audio materials | record audio | audio recording | audio material recording,"Record materials such as books, newspapers, and educational materials in audio format. Enhance written texts by adding audio complements or making them otherwise accessible to visually impaired people.",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,operating audio-visual equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b2889c2-154d-4e5f-b7d1-bd1f07df86ab,create animated narratives,released,skill/competence,sector-specific,create narratives that are animated | create narratives using animation | develop narratives using animation | create narrative using animation techniques,"Develop animated narrative sequences and story lines, using computer software and hand drawing techniques.",http://data.europa.eu/esco/skill/5f782745-6382-4873-b415-8fb91c705b03 | http://data.europa.eu/esco/skill/ab99d9a7-62eb-407b-92f2-bf7992a82004,create digital images | creating artistic designs or performances
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522,use data processing techniques,released,skill/competence,cross-sector,use a data processing technique | apply data processing technique | make use of data processing techniques | utilize data processing techniques | gather and analyse data,"Gather, process and analyse relevant data and information, properly store and update data and represent figures and data using charts and statistical diagrams.",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"think critically | evaluate data, information and digital content | use databases | store digital data and systems | managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b7c716e-af95-4cda-a42f-6479c8b139f5,MDX,released,knowledge,sector-specific,MultiDimensional eXpressions,The computer language MDX is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the software company Microsoft.,http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586 | http://data.europa.eu/esco/isced-f/0613,query languages | software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1bba98a7-92b9-450b-9235-e0c905f8f3c4,information architecture,released,knowledge,sector-specific,data architecture | information system design,"The methods through which information is generated, structured, stored, maintained, linked, exchanged and used.",http://data.europa.eu/esco/isced-f/0612,database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1bc718b6-ed90-4a9d-9fa7-8cec928a4581,use creative suite software,released,skill/competence,occupation-specific,apply creative suite software | operate creative suite software | creative suite software use | using creative suite software | employ creative suite software,Use a creative software suite such as ''Adobe'' to aid in graphic designing.,http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,using digital tools for processing sound and images
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c00bc98-2713-4c62-82c5-6d86f2e6a4cb,principles of animation,released,knowledge,sector-specific,kinematics | body motion animation principles | character animation | body motion technique | body motion animation techniques,"The principles of 2D and 3D animation, such as body motion, kinematics, overshoot, anticipation, squash and stretch.",http://data.europa.eu/esco/isced-f/0211,audio-visual techniques and media production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c2978b8-bb0d-4249-9c23-877571a4dffa,cloud security and compliance,released,knowledge,sector-specific,cloud safety and compliance | cloud safety | cloud security | cloud compliance,"Cloud security and compliance concepts, including shared responsibility model, cloud access management capabilities, and resources for security support.",http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0 | http://data.europa.eu/esco/isced-f/0612,cloud technologies | database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c43679a-c6fc-4b42-bb8b-452a34ae9b73,use chromatography software,released,skill/competence,sector-specific,chromatography software using | chromatography software applying | applying chromatography software | using chromatography software | apply chromatography software,Use the chromatography data system software which collects and analyses the chromatography detectors results.,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c7fbce8-741b-416a-8b34-f9900e0ddd52,Shiva (digital game creation systems),released,knowledge,sector-specific,Shiva,"The cross-platform game engine which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games.",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,digital game creation systems | audio-visual techniques and media production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c8327dd-9af0-4124-9c4e-0342d90189d4,design pharmaceutical manufacturing systems,released,skill/competence,cross-sector,designing pharmaceutical manufacturing systems | pharmaceutical production systems design | pharmaceutical manufacturing systems design | pharmaceutical manufacturing systems designing | pharmaceutical production systems designing | designing pharmaceutical production systems,Design production control systems which involve all processes from pharmaceutical production process to pharmaceutical stocks with the purpose of providing the correct input for the development of pharmaceutica manufacturing plant software packages.,http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3 | http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"design process | designing industrial materials, systems or products"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c8658c0-8f1e-4bf1-8e81-0a3a6033847e,wire security sensors,released,skill/competence,sector-specific,security sensor control panel wiring | wiring of security sensor control panel | wiring security sensor control panel | wiring of burglar alarm | security sensor wiring | wiring of security sensors | wiring security sensors | connecting burglar alarm wiring | connect burglar alarm wiring,Draw wires from the correct contact points in a variety of security sensors to the control panel. Make sure the wiring plan of the control panel is clear and effective.,http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"installing and repairing electrical, electronic and precision equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ce4cddd-4a74-458e-a2d4-152ca939475a,OWASP ZAP,released,knowledge,sector-specific,OWASP Zed | OWASP Zed Attack Proxy,"The integrated testing tool OWASP Zed Attack Proxy (ZAP) is a specialised tool which tests web applications security weaknesses, replying on an automated scanner and a REST API.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,software and applications development and analysis | penetration testing tool
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650,"evaluate data, information and digital content",released,skill/competence,cross-sector,evaluate digital content | evaluate digital data,"Analyse, compare and critically evaluate the credibility and reliability of sources of data, information and digital content. Analyse, interpret and critically evaluate the data, information and digital content.",http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,digital data processing | analysing and evaluating information and data
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d86f05e-e9cc-40ce-99d8-2b21cc71b16b,solution deployment,released,knowledge,sector-specific,implementation of solutions | software solution deployment,"The technologies and standards to be used during the installation, deployment and maintenance of software characteristics.",http://data.europa.eu/esco/isced-f/0612,database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1de3942b-99d8-41e8-9ef0-fbc9e9f6307b,Drupal,released,knowledge,sector-specific,Drupal web platform | Drupal CMS | Drupal content management system,"The open-source web-based software system written in PHP, used for creating, editing, publishing and archiving blogs, articles, web pages or press releases, which requires a higher level of technical understanding of HTML, CSS and PHP.",http://data.europa.eu/esco/skill/5c66ce3a-658d-43b1-9d8d-0f39be6c0f2e | http://data.europa.eu/esco/isced-f/0613,WebCMS | software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755,manage changes in ICT system,released,skill/competence,sector-specific,ICT system upgrade,"Plan, realise and monitor system changes and upgrades. Maintain earlier system versions. Revert, if necessary, to a safe older system version.",http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5 | http://data.europa.eu/esco/skill/71c2f41e-14de-4b23-82ad-5dbcd54ba5b0 | http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,maintain ICT system | deploy ICT systems | working with computers
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ebc1454-b6cb-4e45-a96a-17399961ad39,manage technical security systems,released,skill/competence,occupation-specific,managing technical security systems | manage security systems | manage technical security system | be in charge of technical security systems | oversee technical security systems,"Verify the operation of technical security systems such as cameras, badge readers or X-ray machines.",http://data.europa.eu/esco/skill/865ccba0-e1a2-402c-9641-d23a4acac6ea | http://data.europa.eu/esco/skill/2abfac2e-ad51-49fd-bbed-34953c95ab20 | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,manage security equipment | oversee planning of security systems | protecting ict devices
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f0fbd17-56b7-45cd-b841-e7d9e2a5a14e,identify blockchain innovation opportunities,released,skill/competence,sector-specific,use blockchain to drive innovation | analyse blockchain-based business innovation,"Identify blockchain innovation opportunities through the introduction of blockchain-based solutions, within a particular sector, but also across sectors. Understand the consequences of essential blockchain properties such as transparency and security for driving forward innovations.",http://data.europa.eu/esco/skill/cbe1b24e-00f3-4b17-94e9-1fcd34a11c3e,identifying opportunities
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f1bef0f-2484-4136-a5bf-6ed80346a671,solve problems in gambling through digital means,released,skill/competence,sector-specific,solve gambling problems through digital means | work out gambling problems through digital means | find a solution to problems in gambling through information technology | solving problems in gambling through digital means,"Use ICT resources, tools and competence in order to solve gambling, betting and lottery problems such as game operation problems.",http://data.europa.eu/esco/skill/5d1f71c1-fe52-4ade-b43d-5fc85ee16ad3 | http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,manage gambling operation | resolving computer problems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1fa420ed-5378-4258-8d7a-9ec274dda927,operate control panels,released,skill/competence,occupation-specific,operate control panel | run control panels | operating control panels | use control panels,"Use control panels to steer mechanisms, like automatic gates or machines.",http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,using digital tools to control machinery
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1fc03dc8-0ee0-4876-83ec-86e0bfcb3876,crowdfunding,released,knowledge,cross-sector,crowdsourcing funds | collective funding,"The process of collecting money via internet to fund a project or a business, using digital strategies to collect small amounts of money from a large group of contributors.",http://data.europa.eu/esco/isced-f/0413,management and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ffac4ac-fda7-407d-8ed1-ca8f4a8dc146,Angular,released,knowledge,sector-specific,Angular related algorithms | testing in Angular | programming paradigms in Angular | coding in Angular | Angular techniques and principles,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Angular.",http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/206f5738-e91f-4390-84a2-fcb864bc11b1,use specialised computer models for weather forecasting,released,skill/competence,cross-sector,utilise specialised computer modelling software for weather forecasting | anticipate weather conditions through use of computer models | use specialized computer models for weather forecasting | utilise specialised computer models for weather forecasting | develop weather forecasts using computer models | anticipate weather conditions through use of computer modelling software | develop long and short term weather forecasts using computer models | use specialised computer modelling software for weather forecasting | utilise specialised computer models for weather forecasts | use specialised computer models for weather forecasts | develop long and short term weather forecasts using computer modelling software,Make short-term and long-term weather forecasts applying physical and mathematical formulae; understand specialised computer modelling applications.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitoring environmental conditions
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20c6a2ec-ef98-4f95-8a16-c8006d9242ba,set up sound equipment,released,skill/competence,sector-specific,set up sound gear | set up sound apparatus | set up sound devices | set up sound instruments | setting up sound equipment,Set up equipment to record sound. Test acoustics and make adjustments.,http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,operating audio-visual equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20c920d4-7ff7-4676-ba61-3f04490d9416,keep up with the latest information systems solutions,released,skill/competence,sector-specific,keep up with the latest information systems,"Gather the latest information on existing information systems solutions which integrate software and hardware, as well as network components.",http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b | http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc,demonstrate willingness to learn | monitoring developments in area of expertise
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20eb4c72-2a50-4a68-acb0-7e0d4559c097,set up consumer electronics,released,skill/competence,occupation-specific,setting up consumer electronics | install consumer electronics | install electronics equipment | set up electronics,"Connect electronic devices, such as TVs, audio and video equipment and cameras, to the electricity network and perform electrical bonding to avoid dangerous potential differences. Test the installation for proper functioning.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"installing and repairing electrical, electronic and precision equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/211e4a02-69a6-494e-b94a-93741e2a3a0b,disassemble mobile devices,released,skill/competence,sector-specific,disassemble cell phone devices | assemble cell phone | reassemble mobile devices | assemble mobile phone | assemble mobile devices,"Deconstruct mobile devices in order to analyse faults, perform replacement or recycle parts.",http://data.europa.eu/esco/skill/b4877620-c375-45f3-a678-2ddb4dae6a29 | http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060 | http://data.europa.eu/esco/skill/55cd5608-1497-4ed1-96d0-cb9494749a09,"repair ICT devices | installing and repairing electrical, electronic and precision equipment | repair mobile devices"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550,design computer network,released,skill/competence,sector-specific,design LAN | design wide area network | design WAN | design local area network,"Develop and plan ICT networks, such as wide area network and local area network, that connect computers using cable or wireless connections and allow them to exchange data and assess their capacity requirements.",http://data.europa.eu/esco/skill/a47d194d-0ffd-4aaa-b695-fbbe0255000e | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,design information system | designing ict systems or applications
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/216e5ea6-c683-4945-9f96-03483dc56d9f,repair lockable devices,released,skill/competence,occupation-specific,fix latches | repair lockable device | fix locks | repair locks | fix lockable devices | repair latches | repairing lockable devices | fix padlocks | repair devices which are lockable | repair padlocks,"Provide repairing and troubleshooting services for automatic door openers, door closing devices and other access control systems, in compliance with specifications.",http://data.europa.eu/esco/skill/ade18380-76dc-4263-8c95-f61c0a887fc4 | http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"replace defective devices | installing and repairing electrical, electronic and precision equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2174c1b0-e13c-4850-8e4d-2bc6183018bf,cryptocurrency,released,knowledge,sector-specific,crypto | digital currency,"Digital and encrypted currency or medium of exchange with decentralized network grounded on blockchain technology, since the value of the cryptocurrency is not managed or maintained by central authorities, as is the case with the Euro.",http://data.europa.eu/esco/isced-f/0412,"finance, banking and insurance"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2180bd8c-86de-4889-8165-adac902eee9d,embedded systems,released,knowledge,sector-specific,embedded systems software architectures | embedded software,"The computer systems and components with a specialised and autonomous function within a larger system or machine such as embedded systems software architectures, embedded peripherals, design principles and development tools.",http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523 | http://data.europa.eu/esco/isced-f/0714,ICT infrastructure | electronics and automation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/219dd03d-4168-416a-be40-f4becca55130,Engrade,released,knowledge,sector-specific,Engrade e-learning platform,"The computer program Engrade is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,learning management systems | database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,computer programming,released,knowledge,cross-sector,GCC | Ada | ALGOL | Visual Basic .NET | Visual Basic | HyperTalk | AppleScript | Ceylon | LabVIEW | Euphoria | Subversion | OCaml | PL/I | MSVC++ | Dylan | AspectJ | Korn-shell | STL | Io | Hack | Turing | Object Pascal | Curl | DIBOL | cT | KnockoutJS | bash | Seed7 | Emacs Lisp | OpenCV | Rebol | Lua | BCPL | ActionScript | C shell | AWK | INTERCAL | COMAL | PowerShell | occam | Fantom | Caml | Z shell | Tcl | Squirrel-script | IDL | Gosu | Fortran | X10 | AngularJS | REXX | BizTalk | ColdFusion | PostScript | TACL,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms (e.g. object oriented programming, functional programming) and of programming languages.",http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/21dd999b-c5cc-4cec-8a9f-33f07079c12e,broadcast equipment,released,knowledge,sector-specific,broadcast devices | broadcast instruments | broadcast gear | broadcasting equipment | broadcast apparatus,"The use and operation of broadcast equipment such as broadcast consoles, routers, microphones, dual compressors, and other machinery.",http://data.europa.eu/esco/isced-f/0211,audio-visual techniques and media production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/22225017-a02e-4171-8775-64c3adc87512,automatic meter reading,released,knowledge,cross-sector,smart metering | smart meter reading | automatically reading meters | automatically reading meter | remote meter reading | meter reading automatically,"Mobile, network and handheld technologies used to automatically acquire data on energy and water consumption, and forward them to the central database for sending invoices or performing analysis.",http://data.europa.eu/esco/isced-f/0612,database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/224423a6-ac6a-4b3e-be7c-e38b41f82116,use water navigation devices,released,skill/competence,sector-specific,employ water navigation equipment | utilise specialist equipment to navigate bodies of water | use specialist equipment to perform water navigation | perform activities using water navigation devices | use water navigation equipment | perform activities using water navigation equipment | use specialist equipment to execute water navigation | operate water navigation equipment | operate water navigation devices | employ water navigation devices | utilise water navigation equipment | utilise water navigation devices | navigate water through use of specialist equipment,"Utilise water navigation devices, e.g. compass or sextant, or navigational aids such as lighthouses or buoys, radar, satellite, and computer systems, in order to navigate vessels on waterways. Work with recent charts/maps, notices, and publications in order to determine the precise position of a vessel.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,operating communications equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb,use presentation software,released,skill/competence,cross-sector,Kingsoft Office Presentation | Corel Presentations | using presentation software | Slide Bureau | make use of presentation software | CustomShow | SnagIt | Adobe Persuation | Preseria | Haiku Deck | Google Slides | Adobe Ovation | LibreOffice Impress | Evernote Presentations | Prezi | ClearSlide | Emaze | SlideShare | VisualBee | MediaShout | SlideDog | able to use presentation software | Slideshark | produce electronic presentations | utilise presentation software | Microsoft Office PowerPoint | apply presentation software | use presentation program | Articulate Presenter | Powtoon | GoAnimate | KnowledgeVision | Kineticast | use slide show software,"Use software tools to create digital presentations which combine various elements, such as graphs, images, text and other multimedia.",http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615 | http://data.europa.eu/esco/skill/446a36a5-2376-439f-b46b-4a214ba0acdf,"create digital content | using word processing, publishing and presentation software"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/238343b1-7b51-42b3-a9ed-cf24d3a236e7,identify digital competence gaps,released,skill/competence,cross-sector,identify areas for improvement in digital skills,Understand where one’s own digital competence needs to be improved or updated. Be able to support others with their digital competence development. Seek opportunities for self-development and keep up-to-date with the digital evolution.,http://data.europa.eu/esco/skill/7e5147d1-60b1-4a68-804b-1f5cb0396b91 | http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595,"problem-solving with digital tools | monitoring, inspecting and testing"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23900e3d-06fa-424c-a5dc-c0ea42edde1e,Oracle Warehouse Builder,released,knowledge,sector-specific,OWB,"The computer program Oracle Warehouse Builder is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Oracle.",http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051 | http://data.europa.eu/esco/isced-f/0612,"data extraction, transformation and loading tools | database and network design and administration"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23b45aa6-a479-486d-9e6f-062cbab7c68a,interfacing techniques,released,knowledge,sector-specific,interface design techniques,The techniques that relate to interfaces between models and components.,http://data.europa.eu/esco/isced-f/0714,electronics and automation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23df3447-f59e-45a4-86da-78e38d07c808,music and video industry,released,knowledge,cross-sector,music and video industries | music and video trader | the music and video industry | music and video company | music and video manufacture | music and video business,Players and products available on the market in the video and music industry.,http://data.europa.eu/esco/isced-f/0211,audio-visual techniques and media production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2450c3b3-e78e-435b-b84d-e05d984e71dc,software architecture models,released,knowledge,sector-specific,software architecture patterns | software architecture frameworks,"The set of structures and models needed to understand or describe the software system, including the software elements, the relations between them and the properties of both elements and relations.",http://data.europa.eu/esco/isced-f/0611,computer use
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17,software frameworks,released,knowledge,sector-specific,software engineering frameworks,The software development environments or tools used to improve the efficiency of new software development by providing specific features that support and guide the development.,http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis
