conceptType,conceptUri,code,preferredLabel,greenShare
Occupation,http://data.europa.eu/esco/occupation/e6800524-eec2-4c33-af0e-6f36d1d679bc,2152.1.3,instrumentation engineer,0.0746268656716417
Occupation,http://data.europa.eu/esco/occupation/4874fa37-0cd1-4a68-aed8-a838851f242d,2152.1.4,language engineer,0.0
Occupation,http://data.europa.eu/esco/occupation/0c7c9606-fde3-4658-8136-8fe0c9b8bd09,2152.1.5,medical device engineer,0.0099009900990099
Occupation,http://data.europa.eu/esco/occupation/7b4744a8-a4e3-4104-9b74-4ec54108af7b,2152.1.6,microelectronics designer,0.0465116279069767
Occupation,http://data.europa.eu/esco/occupation/fd1c83b3-60d5-4a5f-86c5-94dc2842c246,2152.1.7.1,integrated circuit design engineer,0.0
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,2152.1.7,microelectronics engineer,0.0283018867924528
Occupation,http://data.europa.eu/esco/occupation/e6dfc67e-331e-4468-a249-347a08decbdb,2152.1.8,microelectronics materials engineer,0.113924050632911
Occupation,http://data.europa.eu/esco/occupation/82616669-cc82-4455-9332-a2df209e9f3e,2152.1.9,microelectronics smart manufacturing engineer,0.0909090909090909
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,2152.1.10,microsystem engineer,0.0288461538461538
Occupation,http://data.europa.eu/esco/occupation/35d41f4f-334b-452e-9e31-99f376302493,2152.1.11,optoelectronic engineer,0.0
Occupation,http://data.europa.eu/esco/occupation/7f46db3a-754b-4bda-b287-5932fa062ee9,2152.1.12,power electronics engineer,0.0857142857142857
Occupation,http://data.europa.eu/esco/occupation/8edd8bff-cb59-4c9c-ab0f-59e77d18be48,2152.1.13,predictive maintenance expert,0.0
Occupation,http://data.europa.eu/esco/occupation/24161923-e3e6-4096-b377-f1ee8a7ea31b,2152.1.14,satellite engineer,0.0
Occupation,http://data.europa.eu/esco/occupation/4f4d33a1-0b41-4dd9-8a42-aeba5a3974ab,2152.1.15,sensor engineer,0.0555555555555555
Occupation,http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,2152.1,electronics engineer,0.0862068965517241
ISCO level 4,http://data.europa.eu/esco/isco/C2152,2152,Electronics engineers,0.0378367456710044
Occupation,http://data.europa.eu/esco/occupation/c5d36eef-df20-47a8-a332-5b4358fa83e3,2153.1.1,telecommunications analyst,0.0
Occupation,http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,2153.1,telecommunications engineer,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2153,2153,Telecommunications engineers,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C216,216,"Architects, planners, surveyors and designers",0.05944735918809828
Occupation,http://data.europa.eu/esco/occupation/efa81635-9125-4276-8902-9deb12170ea7,2161.1.1,interior architect,0.234042553191489
Occupation,http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b,2161.1,architect,0.294736842105263
ISCO level 4,http://data.europa.eu/esco/isco/C2161,2161,Building architects,0.264389697648376
Occupation,http://data.europa.eu/esco/occupation/a424aa0f-b3f1-41fb-901f-85e05fed83ed,2162.1.1,landscape designer,0.365853658536585
Occupation,http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41,2162.1,landscape architect,0.288461538461538
ISCO level 4,http://data.europa.eu/esco/isco/C2162,2162,Landscape architects,0.3271575984990615
Occupation,http://data.europa.eu/esco/occupation/1d8f8111-79dd-41dc-aa2a-12f3192dde3c,2163.1.1,automotive designer,0.0208333333333333
Occupation,http://data.europa.eu/esco/occupation/d1b1dfdf-7d60-430a-b569-7dd71b2ebeaa,2163.1.2,costume designer,0.0
Occupation,http://data.europa.eu/esco/occupation/d1a554d0-7ad6-4d42-897e-ed31d022fb0b,2163.1.3.1,clothing fashion designer,0.0181818181818181
Occupation,http://data.europa.eu/esco/occupation/06f89f2c-c6e9-40c5-a4a5-0e34d5fbc184,2163.1.3.2,footwear designer,0.0588235294117647
Occupation,http://data.europa.eu/esco/occupation/a142a645-6e9e-4d86-accd-9816df857c90,2163.1.3.3,leather goods designer,0.0357142857142857
Occupation,http://data.europa.eu/esco/occupation/77bfd6e7-5598-4818-84cb-31e2651eb046,2163.1.3,fashion designer,0.0476190476190476
Occupation,http://data.europa.eu/esco/occupation/bc4d1659-6860-488e-bc13-e87eb0e36f67,2163.1.4,furniture designer,0.0
Occupation,http://data.europa.eu/esco/occupation/34c57104-ff9b-4003-809e-56eece3cb4d5,2163.1.5,jewellery designer,0.0285714285714285
Occupation,http://data.europa.eu/esco/occupation/3cbbdb83-7c36-4ae5-8c45-6c284186f477,2163.1.6,model maker,0.0
Occupation,http://data.europa.eu/esco/occupation/07c2287f-3caa-4128-b7c8-59801084d931,2163.1.7,puppet designer,0.0
Occupation,http://data.europa.eu/esco/occupation/0f7c84c5-1c0d-4fc1-8949-07dbe8bd34ef,2163.1.8,textile designer,0.074074074074074
Occupation,http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775,2163.1,industrial designer,0.0149253731343283
Occupation,http://data.europa.eu/esco/occupation/d515e82a-ca9f-4be4-9823-33694dff7304,2163.2,leather goods product developer,0.0476190476190476
Occupation,http://data.europa.eu/esco/occupation/6d765c21-267d-4d3d-a989-9b7596670477,2163.3,textile colourist,0.0769230769230769
Occupation,http://data.europa.eu/esco/occupation/6833077e-e521-4605-bc1a-893f4b3d811c,2163.4,textile product developer,0.027027027027027
ISCO level 4,http://data.europa.eu/esco/isco/C2163,2163,Product and garment designers,0.030020802773948783
Occupation,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94,2164.1,land planner,0.236842105263157
Occupation,http://data.europa.eu/esco/occupation/3b129d8d-268e-465a-b0c5-bf32cae59a41,2164.2,mobility services manager,0.216216216216216
Occupation,http://data.europa.eu/esco/occupation/93e4e70b-aae4-4fdc-8037-e48e7077564e,2164.3,transport planner,0.183673469387755
Occupation,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,2164.4,urban planner,0.182926829268292
ISCO level 4,http://data.europa.eu/esco/isco/C2164,2164,Town and traffic planners,0.204914655033855
Occupation,http://data.europa.eu/esco/occupation/2561879a-dd0a-454e-ae6e-9be6c488eb56,2165.1,cadastral technician,0.0
Occupation,http://data.europa.eu/esco/occupation/ad8ab454-b506-46a5-afd3-66bbffd54115,2165.2,cartographer,0.0204081632653061
Occupation,http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa,2165.3,geographic information systems specialist,0.0697674418604651
Occupation,http://data.europa.eu/esco/occupation/439c52ae-23ce-4d1e-bea1-bac135497977,2165.4.1,hydrographic surveyor,0.0227272727272727
Occupation,http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8,2165.4.2,mine surveyor,0.0
Occupation,http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8,2165.4,land surveyor,0.0566037735849056
ISCO level 4,http://data.europa.eu/esco/isco/C2165,2165,Cartographers and surveyors,0.028251108572991582
Occupation,http://data.europa.eu/esco/occupation/bab5fa79-7f96-4e21-87b6-1eba560b8d9a,2166.1,3D modeller,0.0
Occupation,http://data.europa.eu/esco/occupation/951b9d94-9bf1-4771-877d-3a26b75d9e53,2166.2,animation layout artist,0.0
Occupation,http://data.europa.eu/esco/occupation/52df9d56-efd4-48d0-ad93-59231943fc4c,2166.3.1,3D animator,0.0
Occupation,http://data.europa.eu/esco/occupation/48c8eccb-4bd0-487e-a187-4953cbbe956e,2166.3,animator,0.0
Occupation,http://data.europa.eu/esco/occupation/78216000-edc1-474b-9569-28ed6a657da2,2166.4,desktop publisher,0.0
Occupation,http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f,2166.5,digital artist,0.024390243902439
Occupation,http://data.europa.eu/esco/occupation/d68ff35f-e34d-4e32-88ab-d6c06a6c25b9,2166.6,digital games designer,0.0
Occupation,http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb,2166.7,digital media designer,0.0
Occupation,http://data.europa.eu/esco/occupation/11830794-108c-48fe-a282-2cd7a2945344,2166.8,gambling games designer,0.0
Occupation,http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2,2166.9,graphic designer,0.0
Occupation,http://data.europa.eu/esco/occupation/1b949bae-882f-40ff-9fe7-3c8ede5e38b5,2166.10,illustrator,0.0
Occupation,http://data.europa.eu/esco/occupation/068df7d1-516f-4829-b339-294cb0cf6318,2166.11,performance lighting designer,0.028169014084507
Occupation,http://data.europa.eu/esco/occupation/c995fe34-0909-4ce3-b7b7-97945efede56,2166.12,performance video designer,0.0
Occupation,http://data.europa.eu/esco/occupation/b1c0714d-77f1-4732-8fd8-9f0739fb9974,2166.13,special effects artist,0.0
Occupation,http://data.europa.eu/esco/occupation/364d9e9f-b14c-4905-b9e5-5de623dba268,2166.14,stop-motion animator,0.0
Occupation,http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e,2166.15,web designer,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2166,2166,Graphic and multimedia designers,0.003284953624184125
ISCO level 3,http://data.europa.eu/esco/isco/C221,221,Medical doctors,0.0
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,2211.1,general practitioner,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2211,2211,Generalist medical practitioners,0.0
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,2212.1,specialised doctor,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2212,2212,Specialist medical practitioners,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C222,222,Nursing and midwifery professionals,0.00776405391339631
Occupation,http://data.europa.eu/esco/occupation/36494988-69d2-4420-9db4-eb56605ac983,2221.1,advanced nurse practitioner,0.010752688172043
Occupation,http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50,2221.2,nurse responsible for general care,0.00943396226415094
Occupation,http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba,2221.3,specialist nurse,0.0108695652173913
ISCO level 4,http://data.europa.eu/esco/isco/C2221,2221,Nursing professionals,0.010352071884528413
Occupation,http://data.europa.eu/esco/occupation/95cda6a9-a70a-4a93-9442-11d573cb4a02,2222.1,midwife,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2222,2222,Midwifery professionals,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C223,223,Traditional and complementary medicine professionals,0.0
Occupation,http://data.europa.eu/esco/occupation/754c349d-67d5-48e5-81c1-e84d2fab59d0,2230.1,aromatherapist,0.0
Occupation,http://data.europa.eu/esco/occupation/2dcb5dad-1902-4051-9023-d725485479a7,2230.2.1,acupuncturist,0.0
Occupation,http://data.europa.eu/esco/occupation/61704d4b-f54b-43e5-a7de-bfd7a76f2f0d,2230.2.2,homeopath,0.0
Occupation,http://data.europa.eu/esco/occupation/80a2aba7-ef7d-46ef-a8ec-15ff6131c0f1,2230.2.3,traditional chinese medicine therapist,0.0
Occupation,http://data.europa.eu/esco/occupation/c2a29b8d-1042-4766-a162-e174c7a77421,2230.2,complementary therapist,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2230,2230,Traditional and complementary medicine professionals,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C225,225,Veterinarians,0.06376434281572617
Occupation,http://data.europa.eu/esco/occupation/be2896db-9ab7-4719-a558-96b18c93027d,2250.1,animal chiropractor,0.0869565217391304
Occupation,http://data.europa.eu/esco/occupation/e81269d8-f301-4c82-9235-ba33ec9b0434,2250.2,animal osteopath,0.0606060606060606
Occupation,http://data.europa.eu/esco/occupation/5beafebe-9211-4b3a-adf1-6161097a3975,2250.3,animal physiotherapist,0.0869565217391304
Occupation,http://data.europa.eu/esco/occupation/f4f671d5-208f-4423-a250-c049de8d9adc,2250.4.1,animal hydrotherapist,0.0909090909090909
Occupation,http://data.europa.eu/esco/occupation/0abed785-00f8-4692-9f5f-f2b56efdb829,2250.4.2,animal massage therapist,0.0909090909090909
Occupation,http://data.europa.eu/esco/occupation/0b2d3242-22a3-4de5-bd29-efd39cdf2c31,2250.4,animal therapist,0.0357142857142857
Occupation,http://data.europa.eu/esco/occupation/8467dda9-34c6-4c6f-aa37-e7bddffac007,2250.5,aquatic animal health professional,0.157142857142857
Occupation,http://data.europa.eu/esco/occupation/eb6efbb9-9216-4e86-bc3b-de2223cd4667,2250.6,general veterinarian,0.0259740259740259
Occupation,http://data.europa.eu/esco/occupation/4ce42c3c-8a46-40b6-9274-1f5cee3c5cba,2250.7,official veterinarian,0.0384615384615384
Occupation,http://data.europa.eu/esco/occupation/08984bec-31d8-4bb0-aa2f-d557761ff029,2250.8,specialised veterinarian,0.0277777777777777
Occupation,http://data.europa.eu/esco/occupation/557f9ccc-4e46-4bb2-8d20-272cd978b152,2250.9,veterinary scientist,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2250,2250,Veterinarians,0.06376434281572617
ISCO level 3,http://data.europa.eu/esco/isco/C226,226,Other health professionals,0.023941689575319537
Occupation,http://data.europa.eu/esco/occupation/e52b5707-7097-4dbc-ac61-054e917da241,2261.1,dental practitioner,0.0
Occupation,http://data.europa.eu/esco/occupation/a580e79a-b752-49c1-b033-b5ab2b34bfba,2261.2,specialist dentist,0.0
Occupation,http://data.europa.eu/esco/occupation/d18deca3-3063-4970-9ddc-e3c70404a28c,2261.3,dental hygienist,0.0
Occupation,http://data.europa.eu/esco/occupation/76bded28-876a-40b2-9efb-3123c8f14cf6,2261.4,dental technician,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2261,2261,Dentists,0.0
Occupation,http://data.europa.eu/esco/occupation/0f845e64-de8b-431e-9fe3-1bccf8e1c5b9,2262.1.1,pharmaceutical quality specialist,0.0
Occupation,http://data.europa.eu/esco/occupation/5fd099da-218a-460e-bd5b-b42f1b76c67c,2262.1.2.1,hospital pharmacist,0.0192307692307692
Occupation,http://data.europa.eu/esco/occupation/53cdcc84-e5ee-488c-aa09-88084e06d6d7,2262.1.2.2,industrial pharmacist,0.0217391304347826
Occupation,http://data.europa.eu/esco/occupation/8db28ebf-8818-4639-aa49-30324901836e,2262.1.2,specialist pharmacist,0.0166666666666666
Occupation,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,2262.1,pharmacist,0.008130081300813
Occupation,http://data.europa.eu/esco/occupation/7b74626d-b487-48a1-9e80-47faf9928210,2262.2,pharmacy technician,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2262,2262,Pharmacists,0.010961107938838567
Occupation,http://data.europa.eu/esco/occupation/72913ee1-1696-4d74-b26f-681d17887c58,2263.1,emergency response coordinator,0.2
Occupation,http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd,2263.2,food safety specialist,0.0
Occupation,http://data.europa.eu/esco/occupation/1d75ea5a-f902-4b47-8d63-5c6d2a5c0bb5,2263.3.1,ergonomist,0.0
Occupation,http://data.europa.eu/esco/occupation/789517fb-95ee-43d1-9530-c2860be1a439,2263.3,health and safety officer,0.131578947368421
Occupation,http://data.europa.eu/esco/occupation/bf802371-4758-4268-a780-58e3d269831b,2263.5,radiation protection officer,0.4375
ISCO level 4,http://data.europa.eu/esco/isco/C2263,2263,Environmental and occupational health and hygiene professionals,0.15381578947368418
Occupation,http://data.europa.eu/esco/occupation/a317e9c2-62d5-4a24-8ad4-5cb7b9db3f3b,2264.1,advanced physiotherapist,0.0
Occupation,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,2264.2,physiotherapist,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2264,2264,Physiotherapists,0.0
Occupation,http://data.europa.eu/esco/occupation/c37d0026-989b-4705-9bcb-30cccd8308fa,2265.1.1,prepared meals nutritionist,0.0
Occupation,http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f,2265.1,dietitian,0.00970873786407766
ISCO level 4,http://data.europa.eu/esco/isco/C2265,2265,Dieticians and nutritionists,0.00485436893203883
Occupation,http://data.europa.eu/esco/occupation/c4d6d07a-ae90-40ce-bc5a-c952805a9bf3,2266.1,audiologist,0.0
Occupation,http://data.europa.eu/esco/occupation/8021f3a2-e3de-43c0-b366-075da74dc5b7,2266.2,speech and language therapist,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2266,2266,Audiologists and speech therapists,0.0
Occupation,http://data.europa.eu/esco/occupation/bffbe18a-cb8b-4f90-bd87-7505cd3b16f5,2267.1,optometrist,0.0
Occupation,http://data.europa.eu/esco/occupation/771244bf-b204-4e7f-8b25-ee523ae7b791,2267.2,orthoptist,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2267,2267,Optometrists and ophthalmic opticians,0.0
Occupation,http://data.europa.eu/esco/occupation/49e4e358-8ba3-4a05-8ef9-abb73156f5f7,2269.1,chiropractor,0.0
Occupation,http://data.europa.eu/esco/occupation/11a6d0f6-e692-4774-aa5f-193b67d31022,2269.2,kinesiologist,0.0
Occupation,http://data.europa.eu/esco/occupation/047108c3-f987-40a4-bef0-f2b3407ec16a,2269.3,medical physics expert,0.0681818181818181
Occupation,http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab,2269.4,occupational therapist,0.0
Occupation,http://data.europa.eu/esco/occupation/82cbe20d-967c-4161-9ecd-eafc724d171c,2269.5,occupational therapy assistant,0.0
Occupation,http://data.europa.eu/esco/occupation/cf9b6da9-3a59-4780-bec9-500b148b8878,2269.6,podiatrist,0.0
Occupation,http://data.europa.eu/esco/occupation/4f08cd74-71c6-43aa-88d4-841e5bb677f7,2269.7,podiatry assistant,0.0
Occupation,http://data.europa.eu/esco/occupation/7d092380-1c2e-48fe-81de-0d191b4e96d6,2269.8.1,diagnostic radiographer,0.0140845070422535
Occupation,http://data.europa.eu/esco/occupation/5efb4fff-8c5f-4697-9587-034d9f6af094,2269.8.2,nuclear medicine radiographer,0.0149253731343283
Occupation,http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05,2269.8,radiographer,0.0131578947368421
Occupation,http://data.europa.eu/esco/occupation/e6023abf-ced3-4ac9-9437-cc79e4396e3e,2269.9.1,animal assisted therapist,0.0333333333333333
Occupation,http://data.europa.eu/esco/occupation/eb48ccbd-75f2-4799-81be-443034858473,2269.9.2,art therapist,0.0
Occupation,http://data.europa.eu/esco/occupation/789d9781-8724-4367-936a-3a4cb7c54315,2269.9.3,dance therapist,0.0
Occupation,http://data.europa.eu/esco/occupation/3d616092-b4fd-4c14-b0e9-a9119bbbd171,2269.9.4,music therapist,0.0
Occupation,http://data.europa.eu/esco/occupation/f9395e4d-d66f-49ce-a8f5-721991139e79,2269.9,recreational therapist,0.0
Occupation,http://data.europa.eu/esco/occupation/be235deb-6181-43ca-8127-7010a689643a,2269.10,specialist chiropractor,0.0
Occupation,http://data.europa.eu/esco/occupation/a7198837-139d-49c7-8fd0-eb8d8c1ee844,2269.11,osteopath,0.0
Occupation,http://data.europa.eu/esco/occupation/4a5b3686-eea4-4ba0-b446-33f7b6a95aed,2269.12,anatomical pathology technician,0.0212765957446808
Occupation,http://data.europa.eu/esco/occupation/d117ef65-b253-4f04-bc85-353ef853443a,2269.13.1,cytotechnologist,0.0181818181818181
Occupation,http://data.europa.eu/esco/occupation/2e8820ba-5b2d-4572-92a1-942dbd02a6d6,2269.13,biomedical scientist,0.0236220472440944
Occupation,http://data.europa.eu/esco/occupation/b7b17a85-ccd0-4d2f-92f2-7e99839731b0,2269.14,biomedical scientist advanced,0.0333333333333333
Occupation,http://data.europa.eu/esco/occupation/500b7b14-507c-4c49-816d-c1d0b05b85e4,2269.15,prosthetic-orthotics technician,0.0
Occupation,http://data.europa.eu/esco/occupation/acbb7a20-c947-480d-a07e-868a0ab3eab8,2269.16,specialist biomedical scientist,0.0166666666666666
ISCO level 4,http://data.europa.eu/esco/isco/C2269,2269,Health professionals not elsewhere classified,0.011163625547789935
ISCO level 3,http://data.europa.eu/esco/isco/C231,231,University and higher education teachers,0.003860340675313827
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,2310.1.1,anthropology lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,2310.1.2,archaeology lecturer,0.0116279069767441
Occupation,http://data.europa.eu/esco/occupation/4e8a5d3e-66de-4661-9927-ef3123cc79e9,2310.1.3,architecture lecturer,0.053763440860215
Occupation,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,2310.1.4,art studies lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,2310.1.5,assistant lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,2310.1.6,biology lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/30058b71-fe16-45ea-a2b8-d5461c706372,2310.1.7,business lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,2310.1.8,chemistry lecturer,0.0219780219780219
Occupation,http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,2310.1.9,classical languages lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/49023c69-302f-4671-b26f-7229d1a53915,2310.1.10,communications lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,2310.1.11,computer science lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/3d7a1284-824c-47d9-8387-b8e1cd5888b5,2310.1.12,dentistry lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/306e9867-cf55-446f-88c6-8adad5369f8c,2310.1.13,earth science lecturer,0.0352941176470588
Occupation,http://data.europa.eu/esco/occupation/0959cd1d-f6c8-4362-939a-ad7d5f75d659,2310.1.14,economics lecturer,0.0112359550561797
Occupation,http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0,2310.1.15,education studies lecturer,0.0120481927710843
Occupation,http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,2310.1.16,engineering lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/54361270-bc5e-40fb-8f84-a0023a85cdf7,2310.1.17,fine arts instructor,0.0172413793103448
Occupation,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,2310.1.18,food science lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,2310.1.19,healthcare specialist lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,2310.1.20,history lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/479ede81-bd51-4f3b-9d30-4910699fd211,2310.1.21,journalism lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/b65133db-b3de-44d1-88fa-1d3deda08245,2310.1.22,law lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,2310.1.23,linguistics lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,2310.1.24,mathematics lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/0bf5d25a-2b4d-43b5-b053-beeb210fa43a,2310.1.25,medicine lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef,2310.1.26,modern languages lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/88990bdf-4f6b-4411-82c9-9eecad1db8fb,2310.1.27,music instructor,0.0
Occupation,http://data.europa.eu/esco/occupation/1bbaf82c-67ae-4beb-9a55-7298acf5b2af,2310.1.28,nursing lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/78ed3811-f421-45e5-9574-31364c76af67,2310.1.29,performing arts school dance instructor,0.0
Occupation,http://data.europa.eu/esco/occupation/00747307-6341-4266-a061-25416f7c6a96,2310.1.30,performing arts theatre instructor,0.0
Occupation,http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b,2310.1.31,pharmacy lecturer,0.0105263157894736
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,2310.1.32,philosophy lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,2310.1.33,physics lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,2310.1.34,politics lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,2310.1.35,psychology lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,2310.1.36,religious studies lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,2310.1.37,social work lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/116b4c55-5bd0-41e9-9227-98d7ecffeaf6,2310.1.38,sociology lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,2310.1.39,space science lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,2310.1.40,university literature lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1,2310.1.41,university research assistant,0.0
Occupation,http://data.europa.eu/esco/occupation/1092dd4c-b96b-4b3f-87fe-4a9e8d1937fb,2310.1.42,university teaching assistant,0.0
Occupation,http://data.europa.eu/esco/occupation/3c305542-a51b-4b96-8d45-af11ca05eaa2,2310.1.43,veterinary medicine lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,2310.1,higher education lecturer,0.0
Occupation,http://data.europa.eu/esco/occupation/3a55ef85-5abf-48e2-884b-5efaf881bfb1,2310.2,social work practice educator,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2310,2310,University and higher education teachers,0.003860340675313827
ISCO level 3,http://data.europa.eu/esco/isco/C232,232,Vocational education teachers,0.01894009296681494
Occupation,http://data.europa.eu/esco/occupation/91ba2935-f5c9-426d-8573-997b8b91e5ed,2320.1.1,"agriculture, forestry and fishery vocational teacher",0.148936170212765
Occupation,http://data.europa.eu/esco/occupation/4553ecf8-1f0c-4bf1-8718-d8a6b95d6fc2,2320.1.2,air traffic instructor,0.0
Occupation,http://data.europa.eu/esco/occupation/853698f5-0f1e-42ae-9301-e5411a26dae2,2320.1.3,armed forces training and education officer,0.0
Occupation,http://data.europa.eu/esco/occupation/8289625a-c1c1-4a49-8ddd-37be4c3cd3fc,2320.1.4,auxiliary nursing and midwifery vocational teacher,0.0
Occupation,http://data.europa.eu/esco/occupation/4d6d9057-5167-4158-8bc1-cc2f89d73fd7,2320.1.5,beauty vocational teacher,0.0
Occupation,http://data.europa.eu/esco/occupation/3db35c88-bcb7-4de4-914a-9a9839a3c911,2320.1.6,business administration vocational teacher,0.0
