conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b,pharmacy lecturer,released,pharmaceutics lecturer docent | pharmaceutics lecturer professor | pharmaceutics lecturer | pharmaceutics lecturer lector | university pharmacy teacher | pharmaceutics lecturer teacher | pharmacy lector | university lecturer in pharmaceutical sciences | higher education pharmacy teacher | lecturer in pharmaceutics lecturer | university pharmaceutical sciences teacher | pharmaceutics lecturer instructor | higher education pharmaceutical sciences teacher | professor of pharmacy | pharmacy docent | university pharmaceutical sciences lecturer | university pharmacology lecturer | pharmacy instructor | lecturer in pharmacology | professor of pharmaceutical sciences | university lecturer in pharmacy | lecturer in pharmaceutical sciences | lecturer in pharmacy | university lecturer in pharmacology | pharmacy teacher | lecturer of pharmacy | pharmacy professor | professor of pharmacology | university pharmacy lecturer,"Pharmacy lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, pharmacy, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for leading laboratory practices, grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their field of pharmacy, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/574f3232-1d07-4034-8cac-c57ddbfff192,analytical chemist,released,chemist | analytical chemistry analyst | analytical chemistry scientist | chemistry research analyst | chrystalographer | analytical chemistry science researcher | chemistry researcher | chemistry scientist | analytical chemistry research analyst | analytical chemistry research scientist | analytic chemist | analytical chemistry researcher | chemistry science researcher | analytical chemistry scholar | chemistry research scientist | chemistry analyst | chemistry scholar,"Analytical chemists research and describe the chemical composition of substances. Moreover, they draw conclusions related to the behaviour of such substances in different conditions. Analytical chemists play an important role in looking at the relationship between chemistry and the environment, food, fuel, and medicine. They use a range of techniques such as electro-chromatography, gas and high performance liquid chromatography and spectroscopy.",http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,chemist
Occupation,http://data.europa.eu/esco/occupation/57a12047-4f1e-40ed-add5-9736923f231b,astronomer,released,astronomers | astronomy research scientist | astronomy science researcher | astronomy researcher | astronomy scholar | astrophysicist | astronomy analyst | astronomy research analyst | astronomy scientist,"Astronomers research the formation, structures, properties, and development of celestial bodies and interstellar matter. They use ground-based equipment and space-based equipment to collect data about the space for research purposes.",http://data.europa.eu/esco/isco/C2111,Physicists and astronomers
Occupation,http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,physics lecturer,released,physics docent | physics lector | physics educator | university physics lecturer | university physics teacher | senior lecturer in physics | higher education physics teacher | physics instructor | lecturer of physics | physics teacher | university lecturer in physics | physics professor | specialist lecturer in physics | professor of physics | lecturer in physics,"Physics lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, physics, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for leading laboratory practices, grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their field of physics, publish their findings and liaise with&gt;other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/5a282a39-5346-454a-b1ef-c1217c50e156,educational researcher,released,education studies analyst | education studies scholar | educational scholar | educational analyst | education methods specialist | educational research analyst | educational research scientist | educational scientist | education studies researcher | education researcher | educational science researcher | education studies scientist | education studies research scientist | pedagogue | education studies research analyst,"Educational researchers perform research in the area of education. They strive to broaden the knowledge on how education processes, educational systems, and individuals (teachers and learners) work. They foresee areas of improvement and develop plans for the implementation of innovations. They advise legislators and policy makers on educational issues and assist in the planning of educational policies.",http://data.europa.eu/esco/isco/C2351,Education methods specialists
Occupation,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1,university research assistant,released,university research associate | higher education research assistant | university research support | research associate in higher education | higher education assistant researcher | research assistant in university | university research support worker | assistant researcher in higher education | university research aide | assistant researcher in university | university assistant | university research technologist | university research technology expert | research associate in university | university research technician | university research technology specialist | higher education research associate,"University research assistants conduct academic research for the university or college they are employed in. They may assist professors they are affiliated with, their supervisor, in their research or develop their own in the related field of that professor.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,biology lecturer,released,lecturer in biological sciences | biological sciences lector | lecturer in biology | biology docent | university lecturer in biology | biology professor | professor of biological sciences | biology teacher | university biology lecturer | university lecturer in biological science | university biological sciences lecturer | professor of biology | biological science lecturer | biological science lector | biological sciences lecturer | biology instructor | biology lector | higher education biology teacher | instructor in biology,"Biology lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, biology. They work with their university research assistants and university teaching assistants in the preparation of lectures and of exams, leading laboratory practices, grading papers and exams and leading review and feedback sessions for the students. They also conduct academic research in their field of biology, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0,education studies lecturer,released,lecturer in education studies | senior lecturer in education studies | education studies docent | university education studies lecturer | education studies lector | university education studies teacher | lecturer of education studies | higher education studies teacher | university lecturer in education studies | education studies teacher | education studies professor | education studies instructor | professor of education studies,"Education studies lecturers are professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, education studies, so they can become teachers themselves. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and exams and leading review and feedback sessions for the students.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e,geneticist,released,genetics engineer | genetic scientist | genetics research scientist | molecular biologist | molecular geneticist | genetics analyst | cell geneticist | genetics science researcher | genetics scientist | genetics scholar | genetics researcher | geneticists | genetics research analyst | embryologist,"Geneticists study and focus their research on genetics. They analyse the fashion in which genes interact, operate, and inherit traits and characteristics. Based on their research, they attend patients with inherited diseases and conditions, congenital malformations, and genetic matters at large.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologist
Occupation,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,art studies lecturer,released,art studies teacher | art studies instructor | higher education art studies teacher | senior lecturer in art studies | lecturer in art studies | art studies professor | art studies lector | university lecturer in art studies | arts studies lector | art studies docent | professor of art studies | university art studies lecturer | specialist educator in art studies | arts studies lecturer,"Art studies lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, art studies, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and exams and leading review and feedback sessions for the students. They also conduct academic research in their field of arts studies, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer,released,higher education senior lecturer | HE lecturer | higher education instructor | principal lecturer | teaching fellow | professor | university reader | research lecturer | university professor | reader | university lecturer,"Higher education lecturers instruct students who have obtained an upper secondary education diploma in their own specialised field of study, which is predominantly academic in nature. They may have job titles such as senior lecturer or professor. They work with their teaching and research assistants for the preparation of lectures and exams, for grading papers and exams, for leading laboratory practices, and for leading review and feedback sessions for the students. They also conduct academic research in their respective field, publish their findings and liaise with their academic colleagues.",http://data.europa.eu/esco/isco/C2310,University and higher education teachers
Occupation,http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,bioinformatics scientist,released,IT researcher | senior bioinformatics scientist | data scientist | biology researcher | junior bioinformatics scientist | bioinformatics analyst | research scientist | computer scientist | environmental scientist | biotechnology scientist | computer analyst | bioinformatics researcher | IT expert | bioinformatician,"Bioinformatics scientists analyse biological processes using computer programmes. They maintain or construct databases containing biological information. Bioinformatics scientists gather and analyse biological data and may also assist scientists in various fields, including in biotechnology and pharmaceutics. They perform scientific research and statistical analyses, and report on their findings. Bioinformatics scientists may also collect DNA samples, discover data patterns and conduct genetic research.",http://data.europa.eu/esco/isco/C2131,"Biologists, botanists, zoologists and related professionals"
Occupation,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e,aquaculture biologist,released,aquaculture biology research analyst | expert in aquaculture biology | aquaculture biology expert | specialist in aquaculture biology | aquaculture biology scientist | aquaculture biology specialist | aquaculture biology scholar | aquaculture biology analyst | aquaculture biology researcher | aquaculture biology science researcher | consultant aquaculture biologist | aquaculture biology research scientist,"Aquaculture biologists apply knowledge gained from research about aquatic animals and plant life and their interactions with each other and the environment, in order to improve aquaculture production, prevent animal health and environmental problems and to provide solutions if necessary.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologist
Occupation,http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442,communication scientist,released,communication analyst | communication studies research scientist | communication science researcher | communication studies researcher | communication studies analyst | communications scientist | communication scholar | communication research scientist | communication research analyst | communication researcher | communication studies research analyst | communication studies scholar,"Communication scientists research the different aspects of the planning, collecting, creating, organizing, preserving, using, evaluating and exchanging information through verbal or non-verbal communication. They study the interactions between groups, individuals, and individuals with technologies (robots).",http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,anthropologist
Occupation,http://data.europa.eu/esco/occupation/6d421d34-baa1-44f9-9ea0-231d76e325fd,religion scientific researcher,released,religious studies researcher | theologist | theologian | theology scholar | theology researcher | theology studies scholar | theology studies researcher | religious studies scholar,"Religion scientific researchers study concepts related to religions, beliefs and spirituality. They apply rationality in the pursue of morality and ethics by studying of scripture, religion, discipline, and divine law.",http://data.europa.eu/esco/isco/C2636,Religious professionals
Occupation,http://data.europa.eu/esco/occupation/6df6c5cb-c1a2-42c8-acd0-1ee5563c36c1,biochemist,released,biochemistry research scientist | chemical biotechnologist | biochemistry studies scholar | biochemistry science researcher | biochemistry studies research scientist | biochemistry studies scientist | biochemistry researcher | biochemistry studies researcher | biochemistry studies analyst | biological chemist | biochemistry scientist | biochemistry scholar | biochemistry research analyst | biochemistry studies research analyst | biochemistry analyst | bio-chemist,Biochemists study and perform research on the reactions caused by chemicals in living organisms. This includes performing research for the development or improvement of chemical-based products (e.g. medicine) aimed at improving the health of living organisms and at better understanding their reactions.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologist
Occupation,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,ICT research consultant,released,IT research consultant | ICT research advisor | IT research specialist | ICT research consultants | IT research advisor | ICT research specialist,"ICT research consultants perform targeted ICT research and provide a final report to the client. They also use ICT tools to design questionnaires for surveys, analyse the results, write reports, present the results and make recommendations based on the research findings.",http://data.europa.eu/esco/isco/C2511,Systems analysts
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,general practitioner,released,general medical practitioner,"General practitioners promote health, prevent, identify ill health, diagnose and treat diseases and promote recovery of physical and mental illness and health disorders of all kinds for all persons regardless of their age, sex or type of health problem.",http://data.europa.eu/esco/isco/C2211,Generalist medical practitioners
Occupation,http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,mathematician,released,logic research scientist | mathematicians | mathematics science researcher | logic researcher | logic science researcher | mathematics scholar | mathematics research scientist | mathematics scientist | logician | logic scholar | mathematics researcher | logic scientist,"Mathematicians study and deepen existing mathematical theories in order to expand the knowledge and find new paradigms within the field. They can apply this knowledge to challenges presented in engineering and scientific projects in order to assure that measurements, quantities, and mathematic laws prove their viability.",http://data.europa.eu/esco/isco/C2120,"Mathematicians, actuaries and statisticians"
Occupation,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,research and development manager,released,market research manager | research and development associate | product research development manager | research and development director | researcher | research and development supervisor,"Research and development managers coordinate the efforts of scientists, academical researchers, product developers, and market researchers towards the creation of new products, the improvement of current ones or other research activities, including scientific research. They manage and plan research and development activities of an organisation, specify goals and budget requirements and manage the staff.",http://data.europa.eu/esco/isco/C1223,Research and development managers
Occupation,http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332,photonics engineer,released,engineer specialised in photonic systems | photonic technology engineering consultant | photonic technology engineering specialist | photonics engineering expert | photonics systems engineer | photonic technology engineer | engineer in photonic systems | photonic engineer | electro-optical engineer | photonic technology engineering expert | engineer in photonics | optical systems engineer | photonics engineering specialist | photonics engineering consultant | laser engineer | photonics engineering adviser | photonic systems test engineer | photonic technology engineering adviser,"Photonics engineers are concerned with the generation, transmission, transformation, and detection of light. They conduct research, design, assemble, test and deploy photonic components or systems in multiple application fields, from optical communications to medical instrumentation, material processing or sensing technology.",http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,optical engineer
Occupation,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,electromechanical engineer,released,electro-mechanical assembly engineer | electro-mechanical equipment engineer | engineering technician | electro-mechanical designer | electromechanical prototype developer | engineer of electro-mechanics | electromechanical systems engineer | electro mechanics engineer | electromechanical systems control engineer | electromechanical engineering consultant | engineer in electromechanics | electro-mechanical engineer | electromechanical design engineer | electromechanical assembly engineer | electro-mechanic engineer | electromechanic engineer | electromechanical technology engineering adviser | electromechanical technology engineering consultant | electromechanical engineering expert | electromechanical technology engineering specialist | electromechanical engineering specialist | electromechanical equipment engineer | electromechanical technology engineer | electrical machinery engineer | engineer of electromechanics | electromechanical technology engineering expert | electro-mechanical development engineer | mechanicals engineer | electromechanical development engineer | electric machinery engineer | electro-mechanical prototype developer | electro-mechanical design engineer | electro mechanical engineer | engineer in electromechanical systems | engineer in electro-mechanics | electro mechanic engineer | electromechanical designer | specialist in electromechanics | electro-mechanics engineer | specialist in electromechanical systems | electromechanical engineering adviser,"Electromechanical engineers design and develop equipment and machinery that use both electrical and mechanical technology. They make draughts and prepare documents detailing the material requisitions, the assembly process and other technical specifications. Electromechanical engineers also test and evaluate the prototypes. They oversee the manufacturing process.",http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,electrical engineer
Occupation,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,pharmacist,released,practitioner of pharmacy | pharmacologist | pharmacology practitioner | dispensing chemist | retail pharmacist | practitioner of pharmacology | pharmacy practitioner,"Pharmacists prepare, dispense, and provide prescriptions for, over the counter medication. They offer clinical information on medicines, report suspected adverse reactions, and provide personalised support to patients. Pharmacists formulate and test medications in laboratories, and store, preserve, and distribute them.",http://data.europa.eu/esco/isco/C2262,Pharmacists
Occupation,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,psychology lecturer,released,senior lecturer in psychology | university psychology lecturer | lecturer of psychology | instructor in psychology | psychology docent | lecturer in psychology | psychology professor | university lecturer in psychology | lector in psychology | specialist lecturer in psychology | professor of psychology | higher education psychology teacher | psychology instructor | psychology teacher | psychology lector,"Psychology lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, psychology, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of psychology, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,microsystem engineer,released,engineer in microsystems | microsystems engineer | specialist in microelectromechanical systems | engineer in micro-systems | advanced MEMS engineer | microsystem technology engineering adviser | microsystem engineering specialist | engineer of microsystems | microsystem engineering consultant | MEMS engineer | senior MEMS engineer | microsystem technology engineer | microsystem engineering expert | microelectromechanical systems engineer | microsystem technology engineering expert | microsystem technology engineering consultant | micro system engineer | micro systems engineer | microsystem technology engineering specialist | microsystem engineering adviser | micro-system engineer | micro-systems engineer,"Microsystem engineers research, design, develop, and supervise the production of microelectromechanical systems (MEMS), which can be integrated in mechanical, optical, acoustic, and electronic products.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,electronics engineer
Occupation,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,physicist,released,physics scholar | forensic physicist | neurologist | physics analyst | physics scientist | physics researcher | medical physicist | petrophysicist | nuclear physicist | ballist physicist | biophysicist | physics research scientist | physics science researcher,"Physicists are scientists who study physical phenomena. They focus their research depending on their specialisation, which can range from atomic particle physics to the study of phenomena in the universe. They apply their findings for the improvement of society by contributing to the development of energy supplies, treatment of illness, game development, cutting-edge equipment, and daily use objects.",http://data.europa.eu/esco/isco/C2111,Physicists and astronomers
Occupation,http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88,palaeontologist,released,palaeontology scholar | palaeontology science researcher | micropalaeontologist | palaeontology scientist | palaeontology researcher | palaeoecologist | palaeontology research scientist | palaeontology analyst | ichnologist | palaeontology research analyst,"Palaeontologists research and analyse forms of life that existed in ancient eras of the planet Earth. They strive to define the evolutionary path and the interaction with different geological areas of all kinds of once organisms and such plants, pollen and spores, invertebrate and vertebrate animals, humans, traces such as footprints, and ecology and climate.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geologist
Occupation,http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6,mineralogist,released,environmental mineralogist | offshore mineralogist | mineralogy expert | mineralogy consultant | process mineralogy consultant | process mineralogist | applied mineralogist,"Mineralogists study the composition, structure and other physical aspects of the earth. They analyse various minerals and use scientific equipment to determine their structure and properties. Their work mostly focuses on the classification and identification of minerals by taking samples and performing further tests, analysis and examinations.",http://data.europa.eu/esco/isco/C2114,Geologists and geophysicists
Occupation,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,ecologist,released,environmental scientist | conservationist scientist | aquaculture ecologist | ecologists | wildlife ecologist | conservationist ecologist,"Ecologists carry out assessments of the health and distribution of organisms, namely people, plants, and animals, and the relationship between organisms and their environment. Ecologists usually have a specialisation area, e.g. freshwater, marine, terrestrial, fauna, and flora about which they conduct research and perform related tasks.",http://data.europa.eu/esco/isco/C2133,Environmental protection professionals
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,space science lecturer,released,professor of astrophysics | higher education space science teacher | lecturer in space sciences | space science docent | space sciences lector | space science instructor | university space science lecturer | university lecturer in space science | space science lector | university space science teacher | space science teacher | lector in space science | senior lecturer in space science | space science professor | lector in space sciences | professor of planetary science | lecturer in space science | professor of astronomy,"Space science lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, space science, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and leading review and feedback sessions for the students. They also conduct academic research in their field of space science, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,microelectronics engineer,released,microelectronics technology engineering adviser | microelectronic engineering specialist | microelectronic technology engineering expert | engineer of microprocessors | microelectronic technology engineering specialist | micro electronics engineer | microprocessor engineer | micro-electronic engineer | micro electronic engineer | micro-electronics engineer | microelectronic technology engineering consultant | microelectronic technology engineer | microelectronic engineer | microelectronics design engineer | engineer of microelectronics | microelectronic engineering expert | microelectronic engineering adviser | engineer of micro-electronics | microelectronic engineering consultant,"Microelectronics engineers design, develop, and supervise the production of small electronic devices and components such as micro-processors and integrated circuits.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,electronics engineer
Occupation,http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,social work lecturer,released,university social work teacher | university social work lecturer | university lecturer in social work | academic social work educator | social work lector | lecturer in social work | senior lecturer in social work | professor of social work and social policy | social work docent | university lecturer in social work and social policy | professor of social work | lecturer in social work and social policy | professor of social policy | lector in social work | social work instructor | social work professor | social work teacher | university social work and social policy lecturer | higher education social work teacher,"Social work lecturers are professionals who exercise dual roles, on one hand they practice the academic discipline that provides social services, such as counselling, therapy or advocacy, to individuals or groups of people. On the other hand they are part of the academic world providing professional education, engaging also in research and knowledge development, contributing to solutions concerning complex social problems and innovative approaches to ameliorate those problems. They teach social work knowledge, skills and values for preparing students to engage in culturally competent social work practice with diverse populations and communities.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,computer hardware engineer,released,IT hardware specialist | computer hardware technology engineering specialist | engineer of PC hardware | computer hardware engineering consultant | computer hardware engineering expert | computer network and hardware engineer | computer hardware and network engineer | computer hardware technology engineering consultant | hardware engineer | computer hardware technology engineer | PC hardware engineer | engineer of IT hardware | computer engineer | specialist IT hardware engineer | computer hardware engineering specialist | engineer in computer hardware and network | engineer in computer hardware | IT hardware engineer | computer hardware engineering adviser | computer hardware technology engineering expert | computer hardware technology engineering adviser,"Computer hardware engineers design and develop computer hardware systems and components, such as circuit boards, modems, and printers. They draught blueprints and assembly drawings, develop and test the prototypes, and supervise the production process.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,electronics engineer
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,anthropology lecturer,released,university anthropology teacher | professor of anthropology | anthropology teacher | anthropology docent | higher education anthropology teacher | specialist lecturer in anthropology | university anthropology lecturer | anthropology lector | instructor in anthropology | university lecturer in anthropology | lecturer of anthropology | lecturer in anthropology | anthropology professor | anthropology instructor,"Anthropology lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, anthropology, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and exams and leading review and feedback sessions for the students. They also conduct academic research in their field of anthropology, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b,thanatology researcher,released,thanatologist | researcher in the psychology of death and dying | thanatological researcher | researcher in thanatology | fellow in thanatology | thanatological scholar,"Thanatology researchers study death and the dying in a variety of scientific fields such as psychology, sociology, physiology and anthropology. They contribute to the growth of knowledge on aspects of death such as the psychological phenomena the dying and those around them are experiencing.",http://data.europa.eu/esco/isco/C2632,"Sociologists, anthropologists and related professionals"
Occupation,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,food science lecturer,released,professor of food science and nutrition | food sciences professor | university lecturer in food science | professor of food science | university food sciences teacher | food sciences teacher | food science professor | food science teacher | food sciences instructor | higher education food sciences teacher | food science docent | lecturer in food science | university food science lecturer | food science and nutrition lecturer | food science instructor | lecturer in food science and nutrition | food science lector | food sciences lector | food sciences docent,"Food science lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, food science, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and exams and leading review and feedback sessions for the students. They also conduct academic research in their field of food science, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,economist,released,econophysicist | economics scholar | economics scientist | economics researcher | econometrician | economics research analyst | interest analyst | economics research scientist | macro analyst | economics science researcher | social economist | labour economist | economics analyst,"Economists perform research and develop theories in the field of economics, whether for microeconomic or macroeconomic analysis. They study trends, analyse statistical data, and to some extent work with economic mathematical models in order to advise companies, governments, and related institutions. They advise on product feasibility, trend forecasts, emerging markets, tax policies, and consumer trends.",http://data.europa.eu/esco/isco/C2631,Economists
Occupation,http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,university literature lecturer,released,literature teacher | literature instructor | literature professor | senior lecturer in literature | university literature professor | lecturer of literature | literature lector | literature docent | higher education literature lecturer | HE literature teacher | higher education literature teacher | professor of literature | university lecturer in literature | lecturer in literature | literature lecturer | HE literature lecturer,"University literature lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, literature, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants in the preparation of lectures and of exams, in grading papers and exams and in leading review and feedback sessions for the students. They also conduct academic research in their respective field of literature, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,specialised doctor,released,specialized medical doctor | specialized doctor | hospital specialized doctor | specialised medical doctor | hospital specialised doctor,"Specialised doctors prevent, diagnose and treat diseases depending on their medical or surgical specialty.",http://data.europa.eu/esco/isco/C2212,Specialist medical practitioners
Occupation,http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,history lecturer,released,history teacher | lecturer of history | history instructor | professor of modern history | lecturer in history | history lector | professor of history | modern history lecturer | university history teacher | history docent | university lecturer in history | professor of ancient history | professor of medieval history | history professor | ancient history lecturer | university history lecturer | higher education history teacher | medieval history lecturer,"History lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, history, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of history, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,museum scientist,released,conservationist scientist | museum researcher | museum administrator,"Museum scientists perform and/or manage the curatorial, preparatory and clerical work in general museums, botanical gardens, art galleries, fine arts related collections, aquariums or similar areas. They manage the collections of natural, historical and anthropological material that is educational, scientific or aesthetic in purpose.",http://data.europa.eu/esco/isco/C2621,Archivists and curators
Occupation,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c,microbiologist,released,virologist | microbiology research analyst | histologist | bacteriologist | microbiology studies research analyst | microbiology researcher | microbiology studies scientist | microbiology science researcher | microbiology scholar | microbiology studies analyst | helminthologist | microbiology studies researcher | microbiology biotechnologist | microbiology studies scholar | parasitologist | microbiology scientist | microbiology analyst | microbiology studies research scientist | microbiology research scientist,"Microbiologists study and research the life forms, characteristics, and processes of microscopic organisms. They study microorganisms such as bacteria, protozoa, fungi, etc. in order to diagnose and counteract the effects that these microorganisms might have in animals, in the environment, in the food industry, or in the health care industry.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologist
